Hz,real,imaginary,V^2 (rms)
9.999990,1.503009E-8,1.503009E-8,2.125576E-8
10.057721,2.108757E-8,2.108757E-8,2.982233E-8
10.115785,2.958635E-8,2.958635E-8,4.184142E-8
10.174184,4.151033E-8,4.151033E-8,5.870447E-8
10.232920,5.823996E-8,5.823996E-8,8.236374E-8
10.291995,3.130078E-8,3.130078E-8,4.426599E-8
10.351412,1.682245E-8,1.682245E-8,2.379054E-8
10.411171,9.041143E-9,9.041143E-9,1.278611E-8
10.471275,4.859117E-9,4.859117E-9,6.871829E-9
10.531727,6.631710E-9,6.631710E-9,9.378654E-9
10.592527,9.050943E-9,9.050943E-9,1.279997E-8
10.653678,1.235271E-8,1.235271E-8,1.746937E-8
10.715183,1.685895E-8,1.685895E-8,2.384216E-8
10.777042,1.926876E-8,1.926876E-8,2.725014E-8
10.839258,2.202302E-8,2.202302E-8,3.114525E-8
10.901834,2.517098E-8,2.517098E-8,3.559714E-8
10.964771,2.876889E-8,2.876889E-8,4.068535E-8
11.028071,2.816614E-8,2.816614E-8,3.983294E-8
11.091737,2.757602E-8,2.757602E-8,3.899838E-8
11.155770,2.699827E-8,2.699827E-8,3.818132E-8
11.220173,2.643262E-8,2.643262E-8,3.738137E-8
11.284948,2.817175E-8,2.817175E-8,3.984087E-8
11.350097,3.002530E-8,3.002530E-8,4.246219E-8
11.415622,3.200081E-8,3.200081E-8,4.525598E-8
11.481525,3.410630E-8,3.410630E-8,4.823359E-8
11.547808,3.876315E-8,3.876315E-8,5.481937E-8
11.614474,4.405584E-8,4.405584E-8,6.230437E-8
11.681525,5.007119E-8,5.007119E-8,7.081136E-8
11.748964,5.690788E-8,5.690788E-8,8.047990E-8
11.816791,4.670856E-8,4.670856E-8,6.605588E-8
11.885010,3.833723E-8,3.833723E-8,5.421703E-8
11.953623,3.146624E-8,3.146624E-8,4.449998E-8
12.022632,2.582670E-8,2.582670E-8,3.652447E-8
12.092039,2.606057E-8,2.606057E-8,3.685521E-8
12.161847,2.629655E-8,2.629655E-8,3.718894E-8
12.232059,2.653467E-8,2.653467E-8,3.752569E-8
12.302675,2.677495E-8,2.677495E-8,3.786550E-8
12.373699,3.101020E-8,3.101020E-8,4.385505E-8
12.445133,3.591538E-8,3.591538E-8,5.079202E-8
12.516980,4.159646E-8,4.159646E-8,5.882628E-8
12.589241,4.817618E-8,4.817618E-8,6.813141E-8
12.661919,4.803719E-8,4.803719E-8,6.793485E-8
12.735017,4.789859E-8,4.789859E-8,6.773884E-8
12.808537,4.776039E-8,4.776039E-8,6.754339E-8
