Hz,real,imaginary,V^2 (rms)
9.999990,3.772633E-6,3.772633E-6,5.335309E-6
10.057721,3.788607E-6,3.788607E-6,5.357899E-6
10.115785,3.804648E-6,3.804648E-6,5.380585E-6
10.174184,3.820757E-6,3.820757E-6,5.403366E-6
10.232920,3.836933E-6,3.836933E-6,5.426243E-6
10.291995,3.788197E-6,3.788197E-6,5.357320E-6
10.351412,3.740079E-6,3.740079E-6,5.289270E-6
10.411171,3.692573E-6,3.692573E-6,5.222087E-6
10.471275,3.645670E-6,3.645670E-6,5.155756E-6
10.531727,3.622175E-6,3.622175E-6,5.122529E-6
10.592527,3.598831E-6,3.598831E-6,5.089516E-6
10.653678,3.575637E-6,3.575637E-6,5.056714E-6
10.715183,3.552595E-6,3.552595E-6,5.024128E-6
10.777042,3.444773E-6,3.444773E-6,4.871645E-6
10.839258,3.340224E-6,3.340224E-6,4.723790E-6
10.901834,3.238848E-6,3.238848E-6,4.580423E-6
10.964771,3.140548E-6,3.140548E-6,4.441406E-6
11.028071,3.141878E-6,3.141878E-6,4.443286E-6
11.091737,3.143207E-6,3.143207E-6,4.445166E-6
11.155770,3.144537E-6,3.144537E-6,4.447047E-6
11.220173,3.145867E-6,3.145867E-6,4.448928E-6
11.284948,3.138268E-6,3.138268E-6,4.438181E-6
11.350097,3.130687E-6,3.130687E-6,4.427460E-6
11.415622,3.123125E-6,3.123125E-6,4.416766E-6
11.481525,3.115581E-6,3.115581E-6,4.406097E-6
11.547808,3.056741E-6,3.056741E-6,4.322885E-6
11.614474,2.999012E-6,2.999012E-6,4.241243E-6
11.681525,2.942374E-6,2.942374E-6,4.161145E-6
11.748964,2.886805E-6,2.886805E-6,4.082559E-6
11.816791,2.881993E-6,2.881993E-6,4.075754E-6
11.885010,2.877188E-6,2.877188E-6,4.068958E-6
11.953623,2.872391E-6,2.872391E-6,4.062174E-6
12.022632,2.867603E-6,2.867603E-6,4.055403E-6
12.092039,2.820764E-6,2.820764E-6,3.989163E-6
12.161847,2.774690E-6,2.774690E-6,3.924004E-6
12.232059,2.729368E-6,2.729368E-6,3.859909E-6
12.302675,2.684787E-6,2.684787E-6,3.796862E-6
12.373699,2.700869E-6,2.700869E-6,3.819606E-6
12.445133,2.717047E-6,2.717047E-6,3.842485E-6
12.516980,2.733322E-6,2.733322E-6,3.865501E-6
12.589241,2.749694E-6,2.749694E-6,3.888655E-6
12.661919,2.759049E-6,2.759049E-6,3.901885E-6
12.735017,2.768436E-6,2.768436E-6,3.915160E-6
12.808537,2.777855E-6,2.777855E-6,3.928480E-6
12.882482,2.787305E-6,2.787305E-6,3.941845E-6
12.956853,2.753799E-6,2.753799E-6,3.894460E-6
13.031654,2.720695E-6,2.720695E-6,3.847644E-6
13.106887,2.687990E-6,2.687990E-6,3.801392E-6
13.182553,2.655677E-6,2.655677E-6,3.755694E-6
13.258657,2.663861E-6,2.663861E-6,3.767268E-6
13.335200,2.672071E-6,2.672071E-6,3.778879E-6
13.412185,2.680305E-6,2.680305E-6,3.790524E-6
13.489614,2.688565E-6,2.688565E-6,3.802205E-6
13.567491,2.672446E-6,2.672446E-6,3.779409E-6
13.645817,2.656422E-6,2.656422E-6,3.756748E-6
13.724595,2.640495E-6,2.640495E-6,3.734224E-6
13.803828,2.624663E-6,2.624663E-6,3.711834E-6
13.883518,2.632924E-6,2.632924E-6,3.723517E-6
13.963668,2.641211E-6,2.641211E-6,3.735236E-6
14.044282,2.649524E-6,2.649524E-6,3.746993E-6
14.125360,2.657863E-6,2.657863E-6,3.758786E-6
14.206907,2.615327E-6,2.615327E-6,3.698631E-6
14.288924,2.573472E-6,2.573472E-6,3.639439E-6
14.371415,2.532286E-6,2.532286E-6,3.581193E-6
14.454382,2.491759E-6,2.491759E-6,3.523879E-6
14.537828,2.448838E-6,2.448838E-6,3.463180E-6
14.621756,2.406655E-6,2.406655E-6,3.403524E-6
14.706168,2.365200E-6,2.365200E-6,3.344898E-6
14.791067,2.324458E-6,2.324458E-6,3.287280E-6
14.876457,2.325575E-6,2.325575E-6,3.288860E-6
14.962340,2.326693E-6,2.326693E-6,3.290441E-6
15.048718,2.327811E-6,2.327811E-6,3.292022E-6
15.135596,2.328930E-6,2.328930E-6,3.293604E-6
15.222974,2.301837E-6,2.301837E-6,3.255289E-6
15.310857,2.275059E-6,2.275059E-6,3.217419E-6
15.399248,2.248593E-6,2.248593E-6,3.179991E-6
15.488149,2.222434E-6,2.222434E-6,3.142996E-6
15.577563,2.221459E-6,2.221459E-6,3.141617E-6
15.667493,2.220485E-6,2.220485E-6,3.140240E-6
15.757942,2.219511E-6,2.219511E-6,3.138863E-6
15.848914,2.218537E-6,2.218537E-6,3.137485E-6
15.940411,2.186600E-6,2.186600E-6,3.092319E-6
16.032436,2.155124E-6,2.155124E-6,3.047806E-6
16.124992,2.124100E-6,2.124100E-6,3.003931E-6
16.218082,2.093523E-6,2.093523E-6,2.960689E-6
16.311710,2.098374E-6,2.098374E-6,2.967549E-6
16.405879,2.103237E-6,2.103237E-6,2.974426E-6
16.500591,2.108110E-6,2.108110E-6,2.981318E-6
16.595850,2.112995E-6,2.112995E-6,2.988226E-6
16.691659,2.100506E-6,2.100506E-6,2.970564E-6
16.788021,2.088090E-6,2.088090E-6,2.953005E-6
16.884939,2.075748E-6,2.075748E-6,2.935551E-6
16.982417,2.063478E-6,2.063478E-6,2.918199E-6
17.080457,2.085139E-6,2.085139E-6,2.948832E-6
17.179064,2.107028E-6,2.107028E-6,2.979788E-6
17.278240,2.129146E-6,2.129146E-6,3.011067E-6
17.377988,2.151497E-6,2.151497E-6,3.042676E-6
17.478312,2.124106E-6,2.124106E-6,3.003940E-6
17.579215,2.097064E-6,2.097064E-6,2.965696E-6
17.680701,2.070366E-6,2.070366E-6,2.927940E-6
17.782773,2.044008E-6,2.044008E-6,2.890664E-6
17.885434,1.992814E-6,1.992814E-6,2.818265E-6
17.988688,1.942902E-6,1.942902E-6,2.747678E-6
18.092538,1.894241E-6,1.894241E-6,2.678861E-6
18.196987,1.846797E-6,1.846797E-6,2.611765E-6
18.302039,1.822412E-6,1.822412E-6,2.577280E-6
18.407698,1.798349E-6,1.798349E-6,2.543250E-6
18.513967,1.774603E-6,1.774603E-6,2.509668E-6
18.620849,1.751172E-6,1.751172E-6,2.476531E-6
18.728348,1.602397E-6,1.602397E-6,2.266132E-6
18.836468,1.466261E-6,1.466261E-6,2.073606E-6
18.945212,1.341692E-6,1.341692E-6,1.897439E-6
19.054584,1.227705E-6,1.227705E-6,1.736237E-6
19.164587,1.086726E-6,1.086726E-6,1.536863E-6
19.275226,9.619355E-7,9.619355E-7,1.360382E-6
19.386503,8.514750E-7,8.514750E-7,1.204167E-6
19.498422,7.536988E-7,7.536988E-7,1.065891E-6
19.610988,3.899522E-7,3.899522E-7,5.514757E-7
19.724203,2.017553E-7,2.017553E-7,2.853251E-7
19.838072,1.043851E-7,1.043851E-7,1.476228E-7
19.952599,5.400724E-8,5.400724E-8,7.637777E-8
20.067786,1.676468E-7,1.676468E-7,2.370884E-7
20.183639,5.204015E-7,5.204015E-7,7.359589E-7
20.300160,1.615406E-6,1.615406E-6,2.284529E-6
20.417354,5.014476E-6,5.014476E-6,7.091540E-6
20.535225,4.911205E-6,4.911205E-6,6.945493E-6
20.653776,4.810061E-6,4.810061E-6,6.802454E-6
20.773011,4.711000E-6,4.711000E-6,6.662360E-6
20.892935,4.613979E-6,4.613979E-6,6.525152E-6
21.013551,4.666686E-6,4.666686E-6,6.599691E-6
21.134864,4.719996E-6,4.719996E-6,6.675082E-6
21.256877,4.773914E-6,4.773914E-6,6.751334E-6
