Hz,real,imaginary,unitless (peak only)
9.999990,9.059561E-1,2.722102E-2,9.063650E-1
10.057721,8.962806E-1,1.792288E-2,8.964598E-1
10.115785,8.866189E-1,8.822931E-3,8.866628E-1
10.174184,8.769728E-1,-8.114388E-5,8.769728E-1
10.232920,8.673443E-1,-8.791661E-3,8.673889E-1
10.291995,8.747710E-1,-7.918241E-3,8.748068E-1
10.351412,8.822602E-1,-7.029234E-3,8.822882E-1
10.411171,8.898123E-1,-6.124436E-3,8.898334E-1
10.471275,8.974284E-1,-5.203639E-3,8.974435E-1
10.531727,8.896152E-1,-7.219118E-3,8.896445E-1
10.592527,8.818654E-1,-9.199137E-3,8.819134E-1
10.653678,8.741780E-1,-1.114415E-2,8.742490E-1
10.715183,8.665532E-1,-1.305460E-2,8.666515E-1
10.777042,8.727106E-1,-6.194242E-3,8.727326E-1
10.839258,8.788558E-1,7.634239E-4,8.788561E-1
10.901834,8.849884E-1,7.818984E-3,8.850229E-1
10.964771,8.911072E-1,1.497303E-2,8.912330E-1
11.028071,8.912684E-1,1.651849E-2,8.914215E-1
11.091737,8.914267E-1,1.806455E-2,8.916097E-1
11.155770,8.915823E-1,1.961123E-2,8.917980E-1
11.220173,8.917361E-1,2.115850E-2,8.919871E-1
11.284948,8.890184E-1,1.208236E-2,8.891005E-1
11.350097,8.862182E-1,3.063486E-3,8.862235E-1
11.415622,8.833362E-1,-5.897450E-3,8.833559E-1
11.481525,8.803729E-1,-1.479982E-2,8.804973E-1
11.547808,8.847412E-1,-9.089293E-3,8.847879E-1
11.614474,8.890935E-1,-3.322369E-3,8.890997E-1
11.681525,8.934287E-1,2.501119E-3,8.934322E-1
11.748964,8.977466E-1,8.381331E-3,8.977857E-1
11.816791,8.916033E-1,1.474496E-2,8.917252E-1
11.885010,8.854564E-1,2.102154E-2,8.857059E-1
11.953623,8.793059E-1,2.721162E-2,8.797269E-1
12.022632,8.731526E-1,3.331576E-2,8.737880E-1
12.092039,8.742207E-1,3.311678E-2,8.748477E-1
12.161847,8.752896E-1,3.291725E-2,8.759083E-1
12.232059,8.763598E-1,3.271721E-2,8.769703E-1
12.302675,8.774317E-1,3.251664E-2,8.780340E-1
12.373699,8.867348E-1,3.067757E-2,8.872653E-1
12.445133,8.961311E-1,2.879607E-2,8.965936E-1
12.516980,9.056214E-1,2.687143E-2,9.060200E-1
12.589241,9.152072E-1,2.490300E-2,9.155459E-1
12.661919,9.095882E-1,3.309048E-2,9.101899E-1
12.735017,9.039281E-1,4.117855E-2,9.048656E-1
12.808537,8.982273E-1,4.916743E-2,8.995720E-1
12.882482,8.924879E-1,5.705733E-2,8.943099E-1
12.956853,8.848868E-1,5.214120E-2,8.864217E-1
13.031654,8.773287E-1,4.730607E-2,8.786032E-1
13.106887,8.698131E-1,4.255099E-2,8.708533E-1
13.182553,8.623406E-1,3.787508E-2,8.631720E-1
13.258657,8.684119E-1,4.026217E-2,8.693447E-1
13.335200,8.745209E-1,4.268124E-2,8.755618E-1
13.412185,8.806678E-1,4.513258E-2,8.818235E-1
13.489614,8.868529E-1,4.761656E-2,8.881303E-1
13.567491,8.874272E-1,5.930684E-2,8.894067E-1
13.645817,8.878490E-1,7.102044E-2,8.906850E-1
13.724595,8.881177E-1,8.275537E-2,8.919650E-1
13.803828,8.882333E-1,9.450971E-2,8.932472E-1
13.883518,8.965341E-1,1.035192E-1,9.024908E-1
13.963668,9.048389E-1,1.126965E-1,9.118300E-1
14.044282,9.131461E-1,1.220437E-1,9.212657E-1
14.125360,9.214543E-1,1.315623E-1,9.307989E-1
14.206907,9.329682E-1,1.227424E-1,9.410076E-1
14.288924,9.445096E-1,1.136982E-1,9.513284E-1
14.371415,9.560760E-1,1.044269E-1,9.617621E-1
14.454382,9.676655E-1,9.492578E-2,9.723104E-1
14.537828,9.659320E-1,8.591427E-2,9.697453E-1
14.621756,9.641217E-1,7.694264E-2,9.671871E-1
14.706168,9.622348E-1,6.801136E-2,9.646353E-1
14.791067,9.602715E-1,5.912112E-2,9.620897E-1
14.876457,9.741054E-1,6.166161E-2,9.760551E-1
14.962340,9.881354E-1,6.426321E-2,9.902229E-1
15.048718,1.002365E+0,6.692715E-2,1.004597E+0
15.135596,1.016797E+0,6.965475E-2,1.019180E+0
15.222974,1.018294E+0,6.168853E-2,1.020161E+0
15.310857,1.019729E+0,5.370308E-2,1.021142E+0
15.399248,1.021102E+0,4.569886E-2,1.022124E+0
15.488149,1.022413E+0,3.767633E-2,1.023107E+0
15.577563,1.019045E+0,4.162205E-2,1.019895E+0
15.667493,1.015671E+0,4.554198E-2,1.016692E+0
15.757942,1.012292E+0,4.943613E-2,1.013498E+0
15.848914,1.008908E+0,5.330462E-2,1.010315E+0
15.940411,1.013152E+0,4.732751E-2,1.014257E+0
16.032436,1.017375E+0,4.130117E-2,1.018213E+0
16.124992,1.021578E+0,3.522555E-2,1.022185E+0
16.218082,1.025760E+0,2.910057E-2,1.026173E+0
16.311710,1.023464E+0,2.276610E-2,1.023717E+0
16.405879,1.021135E+0,1.646094E-2,1.021268E+0
16.500591,1.018774E+0,1.018519E-2,1.018825E+0
16.595850,1.016379E+0,3.939007E-3,1.016387E+0
16.691659,1.014161E+0,5.677730E-5,1.014161E+0
16.788021,1.011934E+0,-3.808474E-3,1.011941E+0
16.884939,1.009697E+0,-7.656748E-3,1.009726E+0
16.982417,1.007451E+0,-1.148806E-2,1.007516E+0
17.080457,1.016939E+0,-3.718865E-3,1.016946E+0
17.179064,1.026456E+0,4.196987E-3,1.026465E+0
17.278240,1.036000E+0,1.226109E-2,1.036073E+0
17.377988,1.045570E+0,2.047505E-2,1.045770E+0
17.478312,1.033579E+0,1.639528E-2,1.033709E+0
17.579215,1.021711E+0,1.240668E-2,1.021786E+0
17.680701,1.009966E+0,8.507723E-3,1.010002E+0
17.782773,9.983419E-1,4.696942E-3,9.983529E-1
17.885434,1.011781E+0,1.296319E-2,1.011864E+0
17.988688,1.025336E+0,2.145145E-2,1.025560E+0
18.092538,1.039002E+0,3.016569E-2,1.039440E+0
18.196987,1.052782E+0,3.910986E-2,1.053508E+0
18.302039,1.037008E+0,2.365017E-2,1.037278E+0
18.407698,1.021260E+0,8.652767E-3,1.021297E+0
18.513967,1.005544E+0,-5.889875E-3,1.005561E+0
18.620849,9.898668E-1,-1.998526E-2,9.900685E-1
18.728348,1.017996E+0,-2.593150E-4,1.017996E+0
18.836468,1.046509E+0,2.059549E-2,1.046712E+0
18.945212,1.075393E+0,4.261864E-2,1.076237E+0
19.054584,1.104634E+0,6.585039E-2,1.106595E+0
19.164587,1.100778E+0,1.034536E-1,1.105629E+0
19.275226,1.095645E+0,1.408704E-1,1.104664E+0
19.386503,1.089242E+0,1.780575E-1,1.103700E+0
19.498422,1.081578E+0,2.149719E-1,1.102735E+0
19.610988,9.192644E-1,-1.941033E-1,9.395335E-1
19.724203,6.550189E-1,-4.601378E-1,8.004852E-1
19.838072,3.588694E-1,-5.799638E-1,6.820156E-1
19.952599,8.673124E-2,-5.745701E-1,5.810793E-1
20.067786,3.027536E-1,-5.880610E-1,6.614193E-1
20.183639,5.406345E-1,-5.239500E-1,7.528674E-1
20.300160,7.738312E-1,-3.681899E-1,8.569589E-1
20.417354,9.686032E-1,-1.152975E-1,9.754413E-1
20.535225,9.832948E-1,-1.096669E-1,9.893915E-1
20.653776,9.981540E-1,-1.038456E-1,1.003541E+0
20.773011,1.013181E+0,-9.782951E-2,1.017893E+0
20.892935,1.028377E+0,-9.161465E-2,1.032450E+0
21.013551,1.031556E+0,-9.186508E-2,1.035638E+0
21.134864,1.034744E+0,-9.211616E-2,1.038836E+0
