Hz,real,imaginary,unitless (peak only)
9.999990,7.302077E-2,-2.222737E-1,2.339607E-1
10.057721,1.552078E-1,-1.904928E-1,2.457173E-1
10.115785,2.238453E-1,-1.284156E-1,2.580645E-1
10.174184,2.678010E-1,-4.172657E-2,2.710323E-1
10.232920,2.782966E-1,5.981237E-2,2.846516E-1
10.291995,2.949434E-1,9.780104E-2,3.107357E-1
10.351412,3.085189E-1,1.409945E-1,3.392099E-1
10.411171,3.181463E-1,1.894733E-1,3.702934E-1
10.471275,3.228644E-1,2.432211E-1,4.042251E-1
10.531727,3.308478E-1,1.860726E-1,3.795830E-1
10.592527,3.311455E-1,1.318875E-1,3.564431E-1
10.653678,3.246601E-1,8.141996E-2,3.347139E-1
10.715183,3.123253E-1,3.525879E-2,3.143092E-1
10.777042,2.967992E-1,-2.550435E-2,2.978930E-1
10.839258,2.710361E-1,-7.907064E-2,2.823344E-1
10.901834,2.371028E-1,-1.240395E-1,2.675884E-1
10.964771,1.971815E-1,-1.594950E-1,2.536123E-1
11.028071,2.062758E-1,-9.740578E-2,2.281175E-1
11.091737,2.010048E-1,-4.120895E-2,2.051855E-1
11.155770,1.844343E-1,6.780137E-3,1.845589E-1
11.220173,1.597362E-1,4.519065E-2,1.660056E-1
11.284948,1.918905E-1,4.180706E-2,1.963919E-1
11.350097,2.296145E-1,3.548557E-2,2.323404E-1
11.415622,2.737029E-1,2.529196E-2,2.748690E-1
11.481525,3.250267E-1,1.006568E-2,3.251825E-1
11.547808,3.305851E-1,1.002980E-1,3.454652E-1
11.614474,3.113080E-1,1.943856E-1,3.670129E-1
11.681525,2.654907E-1,2.855526E-1,3.899046E-1
11.748964,1.932602E-1,3.663768E-1,4.142239E-1
11.816791,2.401151E-1,3.138577E-1,3.951733E-1
11.885010,2.758271E-1,2.569972E-1,3.769989E-1
11.953623,3.003665E-1,1.978269E-1,3.596603E-1
12.022632,3.140288E-1,1.382628E-1,3.431191E-1
12.092039,3.298658E-1,4.767514E-2,3.332932E-1
12.161847,3.211134E-1,-4.122312E-2,3.237486E-1
12.232059,2.897887E-1,-1.221415E-1,3.144774E-1
12.302675,2.394160E-1,-1.897180E-1,3.054717E-1
12.373699,3.627575E-1,-5.632216E-2,3.671038E-1
12.445133,4.125726E-1,1.562546E-1,4.411708E-1
12.516980,3.385778E-1,4.079921E-1,5.301816E-1
12.589241,1.119478E-1,6.272393E-1,6.371510E-1
12.661919,2.057970E-1,5.095669E-1,5.495551E-1
12.735017,2.641308E-1,3.935898E-1,4.740021E-1
12.808537,2.927880E-1,2.853456E-1,4.088361E-1
12.882482,2.977681E-1,1.888951E-1,3.526290E-1
12.956853,3.312804E-1,2.767692E-1,4.316803E-1
13.031654,3.579379E-1,3.887712E-1,5.284530E-1
13.106887,3.724266E-1,5.289646E-1,6.469197E-1
13.182553,3.676482E-1,7.014342E-1,7.919439E-1
13.258657,3.059515E-1,5.924984E-1,6.668288E-1
13.335200,2.545634E-1,5.004569E-1,5.614799E-1
13.412185,2.117681E-1,4.226939E-1,4.727746E-1
13.489614,1.761346E-1,3.569972E-1,3.980834E-1
13.567491,2.285106E-1,3.138096E-1,3.881927E-1
