Hz,real,imaginary,V^2 (rms)
9.999990,8.514457E-10,8.514457E-10,1.204126E-9
10.057721,1.038634E-9,1.038634E-9,1.468850E-9
10.115785,1.266975E-9,1.266975E-9,1.791773E-9
10.174184,1.545517E-9,1.545517E-9,2.185691E-9
10.232920,1.885296E-9,1.885296E-9,2.666211E-9
10.291995,2.160819E-9,2.160819E-9,3.055860E-9
10.351412,2.476607E-9,2.476607E-9,3.502451E-9
10.411171,2.838545E-9,2.838545E-9,4.014309E-9
10.471275,3.253381E-9,3.253381E-9,4.600976E-9
10.531727,2.873077E-9,2.873077E-9,4.063144E-9
10.592527,2.537230E-9,2.537230E-9,3.588185E-9
10.653678,2.240641E-9,2.240641E-9,3.168745E-9
10.715183,1.978721E-9,1.978721E-9,2.798334E-9
10.777042,1.719708E-9,1.719708E-9,2.432034E-9
10.839258,1.494599E-9,1.494599E-9,2.113682E-9
10.901834,1.298957E-9,1.298957E-9,1.837003E-9
10.964771,1.128924E-9,1.128924E-9,1.596540E-9
11.028071,8.468712E-10,8.468712E-10,1.197657E-9
11.091737,6.352870E-10,6.352870E-10,8.984315E-10
11.155770,4.765656E-10,4.765656E-10,6.739655E-10
11.220173,3.574992E-10,3.574992E-10,5.055802E-10
11.284948,4.949876E-10,4.949876E-10,7.000182E-10
11.350097,6.853518E-10,6.853518E-10,9.692338E-10
11.415622,9.489269E-10,9.489269E-10,1.341985E-9
11.481525,1.313869E-9,1.313869E-9,1.858091E-9
11.547808,1.445271E-9,1.445271E-9,2.043922E-9
11.614474,1.589814E-9,1.589814E-9,2.248337E-9
11.681525,1.748813E-9,1.748813E-9,2.473195E-9
11.748964,1.923713E-9,1.923713E-9,2.720541E-9
11.816791,1.798251E-9,1.798251E-9,2.543111E-9
11.885010,1.680972E-9,1.680972E-9,2.377253E-9
11.953623,1.571341E-9,1.571341E-9,2.222212E-9
12.022632,1.468860E-9,1.468860E-9,2.077282E-9
12.092039,1.328618E-9,1.328618E-9,1.878950E-9
12.161847,1.201766E-9,1.201766E-9,1.699554E-9
12.232059,1.087026E-9,1.087026E-9,1.537287E-9
12.302675,9.832401E-10,9.832401E-10,1.390511E-9
12.373699,1.385176E-9,1.385176E-9,1.958935E-9
12.445133,1.951419E-9,1.951419E-9,2.759723E-9
12.516980,2.749135E-9,2.749135E-9,3.887864E-9
12.589241,3.872948E-9,3.872948E-9,5.477176E-9
12.661919,3.005832E-9,3.005832E-9,4.250888E-9
12.735017,2.332854E-9,2.332854E-9,3.299154E-9
12.808537,1.810550E-9,1.810550E-9,2.560504E-9
12.882482,1.405185E-9,1.405185E-9,1.987232E-9
12.956853,1.984340E-9,1.984340E-9,2.806281E-9
13.031654,2.802196E-9,2.802196E-9,3.962904E-9
13.106887,3.957137E-9,3.957137E-9,5.596237E-9
13.182553,5.588093E-9,5.588093E-9,7.902757E-9
13.258657,4.129072E-9,4.129072E-9,5.839390E-9
13.335200,3.050994E-9,3.050994E-9,4.314757E-9
13.412185,2.254396E-9,2.254396E-9,3.188197E-9
13.489614,1.665785E-9,1.665785E-9,2.355776E-9
13.567491,1.621208E-9,1.621208E-9,2.292734E-9
13.645817,1.577825E-9,1.577825E-9,2.231382E-9
13.724595,1.535602E-9,1.535602E-9,2.171669E-9
13.803828,1.494509E-9,1.494509E-9,2.113555E-9
13.883518,1.818666E-9,1.818666E-9,2.571982E-9
13.963668,2.213133E-9,2.213133E-9,3.129843E-9
14.044282,2.693159E-9,2.693159E-9,3.808702E-9
14.125360,3.277302E-9,3.277302E-9,4.634805E-9
14.206907,3.236625E-9,3.236625E-9,4.577279E-9
14.288924,3.196453E-9,3.196453E-9,4.520467E-9
14.371415,3.156780E-9,3.156780E-9,4.464361E-9
14.454382,3.117600E-9,3.117600E-9,4.408952E-9
14.537828,3.769185E-9,3.769185E-9,5.330433E-9
14.621756,4.556952E-9,4.556952E-9,6.444503E-9
14.706168,5.509364E-9,5.509364E-9,7.791417E-9
14.791067,6.660834E-9,6.660834E-9,9.419842E-9
14.876457,6.501477E-9,6.501477E-9,9.194477E-9
14.962340,6.345933E-9,6.345933E-9,8.974505E-9
15.048718,6.194109E-9,6.194109E-9,8.759793E-9
15.135596,6.045918E-9,6.045918E-9,8.550219E-9
15.222974,5.225181E-9,5.225181E-9,7.389522E-9
15.310857,4.515860E-9,4.515860E-9,6.386390E-9
15.399248,3.902829E-9,3.902829E-9,5.519434E-9
15.488149,3.373016E-9,3.373016E-9,4.770165E-9
15.577563,3.508831E-9,3.508831E-9,4.962236E-9
15.667493,3.650114E-9,3.650114E-9,5.162041E-9
15.757942,3.797086E-9,3.797086E-9,5.369891E-9
15.848914,3.949975E-9,3.949975E-9,5.586108E-9
15.940411,4.049815E-9,4.049815E-9,5.727303E-9
16.032436,4.152177E-9,4.152177E-9,5.872065E-9
16.124992,4.257127E-9,4.257127E-9,6.020487E-9
16.218082,4.364733E-9,4.364733E-9,6.172665E-9
16.311710,4.697887E-9,4.697887E-9,6.643816E-9
16.405879,5.056472E-9,5.056472E-9,7.150931E-9
16.500591,5.442426E-9,5.442426E-9,7.696753E-9
16.595850,5.857837E-9,5.857837E-9,8.284233E-9
16.691659,5.192338E-9,5.192338E-9,7.343075E-9
16.788021,4.602446E-9,4.602446E-9,6.508842E-9
16.884939,4.079570E-9,4.079570E-9,5.769383E-9
16.982417,3.616097E-9,3.616097E-9,5.113933E-9
17.080457,4.679487E-9,4.679487E-9,6.617794E-9
17.179064,6.055590E-9,6.055590E-9,8.563898E-9
17.278240,7.836364E-9,7.836364E-9,1.108229E-8
17.377988,1.014081E-8,1.014081E-8,1.434127E-8
17.478312,7.158928E-9,7.158928E-9,1.012425E-8
17.579215,5.053860E-9,5.053860E-9,7.147237E-9
17.680701,3.567784E-9,3.567784E-9,5.045609E-9
17.782773,2.518684E-9,2.518684E-9,3.561957E-9
17.885434,2.958738E-9,2.958738E-9,4.184287E-9
17.988688,3.475676E-9,3.475676E-9,4.915348E-9
18.092538,4.082931E-9,4.082931E-9,5.774136E-9
18.196987,4.796283E-9,4.796283E-9,6.782968E-9
18.302039,5.444178E-9,5.444178E-9,7.699230E-9
18.407698,6.179593E-9,6.179593E-9,8.739264E-9
18.513967,7.014349E-9,7.014349E-9,9.919787E-9
18.620849,7.961867E-9,7.961867E-9,1.125978E-8
18.728348,1.104768E-8,1.104768E-8,1.562378E-8
18.836468,1.532947E-8,1.532947E-8,2.167914E-8
18.945212,2.127078E-8,2.127078E-8,3.008143E-8
19.054584,2.951477E-8,2.951477E-8,4.174019E-8
19.164587,3.323296E-8,3.323296E-8,4.699850E-8
19.275226,3.741956E-8,3.741956E-8,5.291925E-8
19.386503,4.213358E-8,4.213358E-8,5.958588E-8
19.498422,4.744145E-8,4.744145E-8,6.709234E-8
19.610988,7.674906E-8,7.674906E-8,1.085396E-7
19.724203,1.241619E-7,1.241619E-7,1.755914E-7
19.838072,2.008645E-7,2.008645E-7,2.840653E-7
19.952599,3.249513E-7,3.249513E-7,4.595505E-7
20.067786,4.621144E-7,4.621144E-7,6.535285E-7
20.183639,6.571744E-7,6.571744E-7,9.293849E-7
20.300160,9.345699E-7,9.345699E-7,1.321681E-6
20.417354,1.329055E-6,1.329055E-6,1.879568E-6
20.535225,1.208384E-6,1.208384E-6,1.708913E-6
20.653776,1.098670E-6,1.098670E-6,1.553754E-6
20.773011,9.989164E-7,9.989164E-7,1.412681E-6
20.892935,9.082200E-7,9.082200E-7,1.284417E-6
21.013551,9.142149E-7,9.142149E-7,1.292895E-6
21.134864,9.202492E-7,9.202492E-7,1.301429E-6
21.256877,9.263234E-7,9.263234E-7,1.310019E-6
21.379594,9.324378E-7,9.324378E-7,1.318666E-6
21.503020,9.407514E-7,9.407514E-7,1.330423E-6
21.627158,9.491391E-7,9.491391E-7,1.342285E-6
21.752013,9.576015E-7,9.576015E-7,1.354253E-6
21.877589,9.661391E-7,9.661391E-7,1.366327E-6
22.003889,9.578985E-7,9.578985E-7,1.354673E-6
22.130919,9.497281E-7,9.497281E-7,1.343118E-6
22.258682,9.416275E-7,9.416275E-7,1.331662E-6
22.387183,9.335959E-7,9.335959E-7,1.320304E-6
22.516425,1.012058E-6,1.012058E-6,1.431266E-6
22.646414,1.097114E-6,1.097114E-6,1.551553E-6
22.777153,1.189318E-6,1.189318E-6,1.681950E-6
22.908647,1.289271E-6,1.289271E-6,1.823305E-6
23.040900,1.394524E-6,1.394524E-6,1.972155E-6
23.173917,1.508370E-6,1.508370E-6,2.133157E-6
23.307701,1.631510E-6,1.631510E-6,2.307304E-6
23.442258,1.764703E-6,1.764703E-6,2.495667E-6
23.577591,1.328025E-6,1.328025E-6,1.878111E-6
23.713706,9.994039E-7,9.994039E-7,1.413371E-6
23.850607,7.521004E-7,7.521004E-7,1.063631E-6
23.988298,5.659921E-7,5.659921E-7,8.004337E-7
24.126784,4.626666E-7,4.626666E-7,6.543094E-7
24.266069,3.782039E-7,3.782039E-7,5.348611E-7
24.406159,3.091603E-7,3.091603E-7,4.372187E-7
24.547057,2.527211E-7,2.527211E-7,3.574016E-7
24.688769,2.012865E-7,2.012865E-7,2.846621E-7
24.831298,1.603200E-7,1.603200E-7,2.267267E-7
24.974651,1.276911E-7,1.276911E-7,1.805825E-7
25.118831,1.017030E-7,1.017030E-7,1.438298E-7
25.263844,1.064457E-7,1.064457E-7,1.505370E-7
25.409693,1.114094E-7,1.114094E-7,1.575567E-7
25.556385,1.166047E-7,1.166047E-7,1.649039E-7
25.703924,1.220422E-7,1.220422E-7,1.725937E-7
25.852314,1.752961E-7,1.752961E-7,2.479061E-7
26.001561,2.517876E-7,2.517876E-7,3.560814E-7
26.151669,3.616566E-7,3.616566E-7,5.114597E-7
26.302645,5.194677E-7,5.194677E-7,7.346383E-7
26.454491,5.401120E-7,5.401120E-7,7.638337E-7
26.607215,5.615767E-7,5.615767E-7,7.941894E-7
26.760820,5.838945E-7,5.838945E-7,8.257515E-7
26.915312,6.070990E-7,6.070990E-7,8.585676E-7
27.070695,6.812655E-7,6.812655E-7,9.634549E-7
27.226976,7.644926E-7,7.644926E-7,1.081156E-6
27.384159,8.578871E-7,8.578871E-7,1.213236E-6
27.542250,9.626915E-7,9.626915E-7,1.361451E-6
27.701253,1.008915E-6,1.008915E-6,1.426821E-6
27.861174,1.057358E-6,1.057358E-6,1.495330E-6
