Hz,real,imaginary,V^2 (rms) 
9.99999046326,3.082818e-05,3.082818e-05,0.18059959701
10.022412543,1.938497e-05,1.938497e-05,0.143210677884
10.0448848978,1.21894e-05,1.21894e-05,0.113562252531
10.0674076403,7.664779e-06,7.664779e-06,0.0900518527405
10.0899808835,4.819663e-06,4.819663e-06,0.0714087071302
10.1126047407,6.562504e-06,6.562504e-06,0.083325441685
10.1352793254,8.935573e-06,8.935573e-06,0.0972308399326
10.1580047512,1.216677e-05,1.216677e-05,0.113456787633
10.1807811322,1.65664e-05,1.65664e-05,0.132390525341
10.2036085826,9.013078e-06,9.013078e-06,0.0976516078925
10.226487217,4.903633e-06,4.903633e-06,0.0720280758732
10.24941715,2.667859e-06,2.667859e-06,0.0531280982344
10.2723984968,1.451467e-06,1.451467e-06,0.0391873970302
10.2954313727,2.359074e-06,2.359074e-06,0.0499589860986
10.318515893,3.834209e-06,3.834209e-06,0.0636913897006
10.3416521737,6.231749e-06,6.231749e-06,0.0811984632983
10.3648403308,1.012848e-05,1.012848e-05,0.103517785139
10.3880804806,1.485767e-05,1.485767e-05,0.125377090651
10.4113727398,2.179503e-05,2.179503e-05,0.15185236824
10.434717225,3.197159e-05,3.197159e-05,0.183918303113
10.4581140535,4.689981e-05,4.689981e-05,0.222755469024
10.4815633426,7.771945e-05,7.771945e-05,0.286752817074
10.50506521,0.0001287918,0.0001287918,0.369136457696
10.5286197734,0.0002134258,0.0002134258,0.475188906015
10.5522271512,0.0003536763,0.0003536763,0.611710328015
10.5758874616,0.0003759306,0.0003759306,0.630662013126
10.5996008235,0.0003995853,0.0003995853,0.650200928483
10.6233673556,0.0004247284,0.0004247284,0.670345170192
10.6471871774,0.0004514534,0.0004514534,0.69111337507
10.6710604082,0.0004952496,0.0004952496,0.723860536844
10.6949871677,0.0005432946,0.0005432946,0.758159407249
10.7189675761,0.0005960005,0.0005960005,0.794083452164
10.7430017537,0.0006538194,0.0006538194,0.831709639959
10.7670898208,0.0004903809,0.0004903809,0.720293684687
10.7912318985,0.000367798,0.000367798,0.623803081108
10.8154281078,0.0002758577,0.0002758577,0.54023832389
10.8396785701,0.0002069002,0.0002069002,0.467867942479
10.8639834071,0.0001823817,0.0001823817,0.439271941512
10.8883427405,0.0001607687,0.0001607687,0.412423671241
10.9127566928,0.0001417169,0.0001417169,0.387216322228
10.9372253862,0.0001249229,0.0001249229,0.36354976028
10.9617489436,0.0001610396,0.0001610396,0.412770998012
10.9863274879,0.0002075982,0.0002075982,0.468656479311
11.0109611426,0.0002676173,0.0002676173,0.53210816889
11.035650031,0.000344989,0.000344989,0.60415094306
11.0603942771,0.0001702408,0.0001702408,0.424399300659
11.085194005,8.400832e-05,8.400832e-05,0.298128835506
11.1100493392,4.145537e-05,4.145537e-05,0.209427270096
11.1349604041,2.045686e-05,2.045686e-05,0.147116817122
11.159927325,2.738363e-05,2.738363e-05,0.170211282059
11.1849502269,3.665581e-05,3.665581e-05,0.196931071647
11.2100292354,4.906759e-05,4.906759e-05,0.22784536471
11.2351644764,6.568205e-05,6.568205e-05,0.263612611421
11.2603560758,2.560062e-05,2.560062e-05,0.164576596028
11.2856041601,9.978248e-06,9.978248e-06,0.102747196478
11.3109088559,3.88918e-06,3.88918e-06,0.0641463361386
11.3362702901,1.515869e-06,1.515869e-06,0.0400473395121
11.36168859,1.536101e-06,1.536101e-06,0.0403137055851
11.3871638831,1.556602e-06,1.556602e-06,0.040581829875
11.4126962971,1.577377e-06,1.577377e-06,0.0408517425087
11.4382859602,1.598429e-06,1.598429e-06,0.0411234468643
11.4639330007,4.380464e-06,4.380464e-06,0.0680773891391
11.4896375472,1.200458e-05,1.200458e-05,0.112698028554
11.5153997287,3.289832e-05,3.289832e-05,0.186564794535
11.5412196745,9.015726e-05,9.015726e-05,0.308846857002
11.5670975139,0.0001192508,0.0001192508,0.355200431306
11.593033377,0.0001577326,0.0001577326,0.408510820909
11.6190273937,0.0002086325,0.0002086325,0.469822503718
11.6450796944,0.0002759577,0.0002759577,0.540336234765
11.6711904099,0.000306991,0.000306991,0.569909183993
11.6973596711,0.0003415143,0.0003415143,0.601100764764
11.7235876092,0.0003799199,0.0003799199,0.633999411829
11.749874356,0.0004226444,0.0004226444,0.668698568265
11.7762200431,0.0002485072,0.0002485072,0.512757854742
11.8026248028,0.0001461177,0.0001461177,0.393182561414
11.8290887675,8.591456e-05,8.591456e-05,0.301492295888
11.85561207,5.05162e-05,5.05162e-05,0.231184211399
11.8821948433,5.880794e-05,5.880794e-05,0.249436967028
11.9088372207,6.846069e-05,6.846069e-05,0.269130841822
11.935539336,7.969784e-05,7.969784e-05,0.290379604518
11.962301323,9.277949e-05,9.277949e-05,0.313306081045
11.989123316,0.0001188252,0.0001188252,0.354566018676
