Hz,real,imaginary,unitless (peak only)
9.999990,2.589848E-3,-1.984066E-3,3.262488E-3
10.028814,2.555521E-3,-1.199651E-3,2.823092E-3
10.057721,2.381802E-3,-5.428173E-4,2.442874E-3
10.086711,2.113774E-3,-1.955585E-5,2.113864E-3
10.115785,1.790652E-3,3.733818E-4,1.829166E-3
10.144942,1.802033E-3,-1.774725E-4,1.810751E-3
10.174184,1.649687E-3,-7.011889E-4,1.792521E-3
10.203510,1.350716E-3,-1.150795E-3,1.774475E-3
10.232920,9.351851E-4,-1.486981E-3,1.756611E-3
10.262415,1.308583E-3,-1.505957E-3,1.995068E-3
10.291995,1.730956E-3,-1.462212E-3,2.265893E-3
10.321661,2.197370E-3,-1.339544E-3,2.573483E-3
10.351412,2.699464E-3,-1.120629E-3,2.922827E-3
10.381248,2.339918E-3,4.323149E-4,2.379519E-3
10.411171,1.405657E-3,1.332998E-3,1.937203E-3
10.441180,3.683607E-4,1.533486E-3,1.577108E-3
10.471275,-4.287029E-4,1.210261E-3,1.283946E-3
10.501458,-1.443914E-4,1.513880E-3,1.520750E-3
10.531727,2.696196E-4,1.780937E-3,1.801231E-3
10.562083,8.221319E-4,1.968670E-3,2.133439E-3
10.592527,1.510957E-3,2.025420E-3,2.526919E-3
10.623059,1.690504E-3,1.963127E-3,2.590689E-3
10.653678,1.869666E-3,1.886546E-3,2.656070E-3
10.684386,2.047408E-3,1.795381E-3,2.723100E-3
10.715183,2.222655E-3,1.689400E-3,2.791822E-3
10.746068,2.086672E-3,1.054417E-3,2.337947E-3
10.777042,1.878413E-3,5.520674E-4,1.957859E-3
10.808106,1.630736E-3,1.699089E-4,1.639564E-3
10.839259,1.368817E-3,-1.072849E-4,1.373015E-3
10.870502,1.533255E-3,6.925200E-5,1.534818E-3
10.901835,1.691394E-3,2.877105E-4,1.715690E-3
10.933258,1.836778E-3,5.518085E-4,1.917875E-3
10.964772,1.961736E-3,8.647820E-4,2.143888E-3
10.996376,2.108510E-3,1.114356E-3,2.384870E-3
11.028072,2.251678E-3,1.402864E-3,2.652938E-3
11.059859,2.387772E-3,1.734290E-3,2.951138E-3
11.091738,2.512631E-3,2.112778E-3,3.282856E-3
11.123708,2.827106E-3,7.263168E-5,2.828039E-3
11.155771,1.942694E-3,-1.470096E-3,2.436235E-3
11.187926,5.182560E-4,-2.033717E-3,2.098712E-3
11.220174,-7.437401E-4,-1.647888E-3,1.807950E-3
11.252515,-2.298191E-4,-1.649583E-3,1.665515E-3
11.284949,2.248856E-4,-1.517732E-3,1.534302E-3
11.317476,5.925958E-4,-1.283201E-3,1.413427E-3
11.350097,8.567664E-4,-9.804822E-4,1.302073E-3
11.382813,1.200895E-3,-5.218746E-4,1.309390E-3
11.415622,1.316043E-3,4.309585E-5,1.316748E-3
11.448526,1.177301E-3,6.060776E-4,1.324148E-3
11.481525,8.087115E-4,1.057882E-3,1.331589E-3
11.514619,8.514890E-4,3.266910E-4,9.120091E-4
11.547809,6.139328E-4,-1.151472E-4,6.246378E-4
11.581094,3.167483E-4,-2.875716E-4,4.278164E-4
11.614475,8.150733E-5,-2.814480E-4,2.930127E-4
11.647952,3.504492E-4,-3.613493E-4,5.033766E-4
11.681526,8.228818E-4,-2.658734E-4,8.647677E-4
11.715197,1.462746E-3,2.596592E-4,1.485614E-3
11.748964,2.010121E-3,1.572604E-3,2.552189E-3
