Hz,real,imaginary,unitless (peak only)
40.000021,-3.262263E-2,-6.606246E-3,3.328481E-2
40.161289,-3.330786E-2,-6.329226E-3,3.390387E-2
40.323208,-3.400239E-2,-6.038685E-3,3.453445E-2
40.485779,-3.470623E-2,-5.734256E-3,3.517676E-2
40.649005,-3.541935E-2,-5.415573E-3,3.583098E-2
40.812890,-3.611176E-2,-5.300297E-3,3.649866E-2
40.977435,-3.681640E-2,-5.178652E-3,3.717883E-2
41.142643,-3.753338E-2,-5.050444E-3,3.787165E-2
41.308518,-3.826296E-2,-4.915464E-3,3.857740E-2
41.475062,-3.900475E-2,-5.666242E-3,3.941417E-2
41.642277,-3.974990E-2,-6.445705E-3,4.026912E-2
41.810166,-4.049797E-2,-7.254523E-3,4.114260E-2
41.978732,-4.124849E-2,-8.093378E-3,4.203499E-2
42.147977,-4.225522E-2,-7.654623E-3,4.294295E-2
42.317905,-4.327708E-2,-7.191488E-3,4.387053E-2
42.488518,-4.431400E-2,-6.703221E-3,4.481812E-2
42.659819,-4.536598E-2,-6.189062E-3,4.578621E-2
42.831810,-4.723345E-2,-6.259120E-3,4.764636E-2
43.004495,-4.917707E-2,-6.324560E-3,4.958210E-2
43.177877,-5.119989E-2,-6.384890E-3,5.159647E-2
43.351957,-5.330511E-2,-6.439586E-3,5.369267E-2
43.526739,-5.627093E-2,-5.735672E-3,5.656249E-2
43.702225,-5.938090E-2,-4.936012E-3,5.958570E-2
43.878420,-6.264083E-2,-4.032678E-3,6.277050E-2
44.055324,-6.605665E-2,-3.017204E-3,6.612552E-2
44.232942,-7.286419E-2,-1.087370E-3,7.287230E-2
44.411276,-8.029746E-2,1.268807E-3,8.030748E-2
44.590329,-8.840548E-2,4.115784E-3,8.850123E-2
44.770103,-9.724016E-2,7.526240E-3,9.753098E-2
44.950603,-1.083881E-1,1.338853E-2,1.092119E-1
45.131830,-1.205586E-1,2.051583E-2,1.222918E-1
45.313788,-1.338083E-1,2.911041E-2,1.369382E-1
45.496479,-1.481901E-1,3.940149E-2,1.533388E-1
45.679908,-1.488182E-1,7.288502E-2,1.657078E-1
45.864075,-1.424532E-1,1.085117E-1,1.790746E-1
46.048985,-1.282250E-1,1.449420E-1,1.935196E-1
46.234641,-1.054927E-1,1.805729E-1,2.091298E-1
46.421045,-5.293512E-2,1.682980E-1,1.764266E-1
46.608201,-1.200422E-2,1.483526E-1,1.488375E-1
46.796111,1.792580E-2,1.242765E-1,1.255627E-1
46.984779,3.803297E-2,9.886415E-2,1.059275E-1
47.174207,3.462150E-2,8.336101E-2,9.026465E-2
47.364399,3.136682E-2,7.023151E-2,7.691776E-2
47.555358,2.829904E-2,5.912048E-2,6.554439E-2
47.747087,2.543590E-2,4.972469E-2,5.585275E-2
47.939589,2.578384E-2,4.512059E-2,5.196801E-2
48.132867,2.590885E-2,4.082634E-2,4.835348E-2
48.326924,2.584002E-2,3.682964E-2,4.499032E-2
48.521763,2.560383E-2,3.311791E-2,4.186110E-2
48.717389,2.346801E-2,2.974906E-2,3.789135E-2
48.913802,2.150499E-2,2.671875E-2,3.429805E-2
49.111008,1.970137E-2,2.399333E-2,3.104551E-2
49.309009,1.804471E-2,2.154246E-2,2.810141E-2
49.507808,1.617535E-2,1.997931E-2,2.570632E-2
49.707408,1.448944E-2,1.852103E-2,2.351537E-2
49.907814,1.296971E-2,1.716147E-2,2.151115E-2
50.109027,1.160047E-2,1.589474E-2,1.967775E-2
50.311051,1.030991E-2,1.477005E-2,1.801246E-2
50.513890,9.150518E-3,1.371588E-2,1.648810E-2
50.717547,8.109802E-3,1.272878E-2,1.509274E-2
50.922025,7.176406E-3,1.180535E-2,1.381547E-2
51.127327,6.123786E-3,1.136130E-2,1.290658E-2
51.333457,5.163233E-3,1.089607E-2,1.205750E-2
