Hz,real,imaginary,unitless (peak only)
9.999990,6.492895E-1,-1.508530E-1,6.665834E-1
10.057721,6.212710E-1,-1.275263E-1,6.342244E-1
10.115785,5.940486E-1,-1.060277E-1,6.034365E-1
10.174184,5.676280E-1,-8.624871E-2,5.741432E-1
10.232920,5.420123E-1,-6.808539E-2,5.462719E-1
10.291995,5.716709E-1,-7.360183E-2,5.763895E-1
10.351412,6.029461E-1,-7.951884E-2,6.081671E-1
10.411171,6.359264E-1,-8.586378E-2,6.416969E-1
10.471275,6.707047E-1,-9.266581E-2,6.770759E-1
10.531727,6.684629E-1,-8.308958E-2,6.736071E-1
10.592527,6.661030E-1,-7.359366E-2,6.701561E-1
10.653678,6.636268E-1,-6.417929E-2,6.667230E-1
10.715183,6.610354E-1,-5.484755E-2,6.633069E-1
10.777042,6.966475E-1,-5.720022E-2,6.989918E-1
10.839258,7.341779E-1,-5.964725E-2,7.365969E-1
10.901834,7.737292E-1,-6.219200E-2,7.762247E-1
10.964771,8.154117E-1,-6.483795E-2,8.179855E-1
11.028071,7.918170E-1,6.460416E-4,7.918173E-1
11.091737,7.639745E-1,6.200258E-2,7.664864E-1
11.155770,7.323533E-1,1.190473E-1,7.419660E-1
11.220173,6.974202E-1,1.716386E-1,7.182303E-1
11.284948,7.240108E-1,1.058833E-1,7.317123E-1
11.350097,7.445484E-1,3.660353E-2,7.454476E-1
11.415622,7.586030E-1,-3.565853E-2,7.594406E-1
11.481525,7.657922E-1,-1.103112E-1,7.736965E-1
11.547808,7.472103E-1,-5.484568E-2,7.492204E-1
11.614474,7.255145E-1,-2.520414E-3,7.255189E-1
11.681525,7.010225E-1,4.656100E-2,7.025671E-1
11.748964,6.740480E-1,9.231998E-2,6.803409E-1
11.816791,7.195166E-1,8.947890E-2,7.250590E-1
11.885010,7.679323E-1,8.585085E-2,7.727162E-1
11.953623,8.194786E-1,8.134528E-2,8.235061E-1
12.022632,8.743492E-1,7.586326E-2,8.776342E-1
12.092039,8.143052E-1,5.946023E-2,8.164732E-1
12.161847,7.582425E-1,4.496466E-2,7.595746E-1
12.232059,7.059072E-1,3.219288E-2,7.066409E-1
12.302675,6.570605E-1,2.097721E-2,6.573953E-1
12.373699,6.844121E-1,5.247615E-2,6.864209E-1
12.445133,7.114764E-1,8.660670E-2,7.167283E-1
12.516980,7.381183E-1,1.234689E-1,7.483737E-1
12.589241,7.641922E-1,1.631609E-1,7.814161E-1
12.661919,7.375656E-1,1.238193E-1,7.478865E-1
12.735017,7.104493E-1,8.732386E-2,7.157958E-1
12.808537,6.829842E-1,5.357041E-2,6.850819E-1
12.882482,6.553019E-1,2.245351E-2,6.556865E-1
12.956853,6.946014E-1,3.402587E-2,6.954343E-1
13.031654,7.360981E-1,4.691098E-2,7.375914E-1
13.106887,7.799049E-1,6.122249E-2,7.823042E-1
13.182553,8.261393E-1,7.708268E-2,8.297276E-1
13.258657,8.339609E-1,8.612777E-2,8.383966E-1
13.335200,8.417739E-1,9.534498E-2,8.471564E-1
13.412185,8.495763E-1,1.047360E-1,8.560079E-1
13.489614,8.573657E-1,1.143024E-1,8.649514E-1
13.567491,8.479060E-1,9.803863E-2,8.535550E-1
13.645817,8.382925E-1,8.215420E-2,8.423085E-1
13.724595,8.285340E-1,6.664674E-2,8.312102E-1
13.803828,8.186391E-1,5.151372E-2,8.202583E-1
13.883518,8.037625E-1,6.114485E-2,8.060849E-1
13.963668,7.890206E-1,7.041748E-2,7.921566E-1
14.044282,7.744151E-1,7.933955E-2,7.784687E-1
14.125360,7.599493E-1,8.791895E-2,7.650181E-1
14.206907,7.775787E-1,8.296846E-2,7.819926E-1
14.288924,7.955536E-1,7.774828E-2,7.993437E-1
14.371415,8.138791E-1,7.224937E-2,8.170797E-1
14.454382,8.325606E-1,6.646229E-2,8.352092E-1
14.537828,8.486916E-1,3.217673E-2,8.493013E-1
14.621756,8.636249E-1,-3.341820E-3,8.636314E-1
14.706168,8.772889E-1,-4.006220E-2,8.782032E-1
14.791067,8.896125E-1,-7.794972E-2,8.930210E-1
14.876457,8.730677E-1,-9.780519E-2,8.785289E-1
14.962340,8.563245E-1,-1.169396E-1,8.642722E-1
15.048718,8.394030E-1,-1.353600E-1,8.502469E-1
15.135596,8.223227E-1,-1.530740E-1,8.364486E-1
15.222974,7.924953E-1,-1.295864E-1,8.030202E-1
15.310857,7.633718E-1,-1.076716E-1,7.709278E-1
15.399248,7.349571E-1,-8.725165E-2,7.401181E-1
15.488149,7.072538E-1,-6.825151E-2,7.105394E-1
15.577563,7.160345E-1,-6.392483E-2,7.188823E-1
