Hz,real,imaginary,unitless (peak only)
9.999990,5.769091E-1,-1.088935E-1,5.870962E-1
10.057721,5.928036E-1,-9.005724E-2,5.996052E-1
10.115785,6.083377E-1,-7.025103E-2,6.123806E-1
10.174184,6.234687E-1,-4.946802E-2,6.254281E-1
10.232920,6.381525E-1,-2.770277E-2,6.387535E-1
10.291995,6.451090E-1,-3.404858E-2,6.460069E-1
10.351412,6.520845E-1,-4.053191E-2,6.533430E-1
10.411171,6.590775E-1,-4.715454E-2,6.607622E-1
10.471275,6.660865E-1,-5.391815E-2,6.682652E-1
10.531727,6.691805E-1,-6.917398E-2,6.727463E-1
10.592527,6.719528E-1,-8.459754E-2,6.772572E-1
10.653678,6.743981E-1,-1.001828E-1,6.817986E-1
10.715183,6.765100E-1,-1.159233E-1,6.863702E-1
10.777042,6.883217E-1,-1.032941E-1,6.960290E-1
10.839258,7.000316E-1,-9.024130E-2,7.058242E-1
10.901834,7.116290E-1,-7.676129E-2,7.157570E-1
10.964771,7.231038E-1,-6.285046E-2,7.258301E-1
11.028071,7.324673E-1,-7.715924E-2,7.365201E-1
11.091737,7.417022E-1,-9.184979E-2,7.473677E-1
11.155770,7.507995E-1,-1.069252E-1,7.583752E-1
11.220173,7.597502E-1,-1.223887E-1,7.695449E-1
11.284948,7.689069E-1,-1.170627E-1,7.777670E-1
11.350097,7.781144E-1,-1.116001E-1,7.860767E-1
11.415622,7.873724E-1,-1.059989E-1,7.944753E-1
11.481525,7.966806E-1,-1.002574E-1,8.029642E-1
11.547808,8.146268E-1,-9.812568E-2,8.205154E-1
11.614474,8.329533E-1,-9.585010E-2,8.384500E-1
11.681525,8.516680E-1,-9.342538E-2,8.567769E-1
11.748964,8.707784E-1,-9.084620E-2,8.755045E-1
11.816791,8.892795E-1,-9.002100E-2,8.938243E-1
11.885010,9.081648E-1,-8.912058E-2,9.125271E-1
11.953623,9.274426E-1,-8.814223E-2,9.316216E-1
12.022632,9.471205E-1,-8.708306E-2,9.511155E-1
