Hz,real,imaginary,unitless (peak only)
9.999990,1.194796E-1,1.292898E-1,1.760433E-1
10.057721,1.542237E-1,6.991984E-2,1.693332E-1
10.115785,1.628218E-1,4.313643E-3,1.628789E-1
10.174184,1.459162E-1,-5.704521E-2,1.566707E-1
10.232920,1.079952E-1,-1.051056E-1,1.506989E-1
10.291995,1.775053E-1,-1.567591E-1,2.368154E-1
10.351412,2.905380E-1,-2.325471E-1,3.721431E-1
10.411171,4.737199E-1,-3.429059E-1,5.848034E-1
10.471275,7.696384E-1,-5.021912E-1,9.189882E-1
10.531727,6.936170E-1,-4.273531E-1,8.146995E-1
10.592527,6.245245E-1,-3.627782E-1,7.222457E-1
10.653678,5.618085E-1,-3.071396E-1,6.402839E-1
10.715183,5.049485E-1,-2.592738E-1,5.676230E-1
10.777042,5.097645E-1,-2.104742E-1,5.515063E-1
10.839258,5.105070E-1,-1.628356E-1,5.358478E-1
10.901834,5.073975E-1,-1.166485E-1,5.206334E-1
10.964771,5.006751E-1,-7.217653E-2,5.058508E-1
11.028071,5.387791E-1,-8.869882E-2,5.460315E-1
11.091737,5.795451E-1,-1.073522E-1,5.894040E-1
11.155770,6.231378E-1,-1.283630E-1,6.362215E-1
11.220173,6.697308E-1,-1.519790E-1,6.867583E-1
11.284948,7.071563E-1,-1.363980E-1,7.201906E-1
11.350097,7.458507E-1,-1.187878E-1,7.552508E-1
11.415622,7.858048E-1,-9.900723E-2,7.920174E-1
11.481525,8.270055E-1,-7.690902E-2,8.305740E-1
11.547808,7.093872E-1,-2.026837E-1,7.377743E-1
11.614474,5.860904E-1,-2.932106E-1,6.553430E-1
11.681525,4.636132E-1,-3.520349E-1,5.821218E-1
11.748964,3.470474E-1,-3.833163E-1,5.170815E-1
11.816791,6.128968E-1,-3.872202E-1,7.249703E-1
11.885010,9.734386E-1,-2.925169E-1,1.016439E+0
11.953623,1.424796E+0,-2.901703E-2,1.425091E+0
12.022632,1.935337E+0,4.966221E-1,1.998040E+0
12.092039,1.483989E+0,2.810298E-1,1.510365E+0
12.161847,1.133075E+0,1.402234E-1,1.141719E+0
12.232059,8.615447E-1,5.097596E-2,8.630515E-1
12.302675,6.523922E-1,-3.216607E-3,6.524001E-1
12.373699,4.784521E-1,-1.451061E-1,4.999722E-1
12.445133,3.196548E-1,-2.112602E-1,3.831580E-1
12.516980,1.885498E-1,-2.251027E-1,2.936363E-1
12.589241,8.922978E-2,-2.065836E-1,2.250305E-1
12.661919,1.520959E-1,-2.552298E-1,2.971118E-1
12.735017,2.427082E-1,-3.081844E-1,3.922817E-1
12.808537,3.703825E-1,-3.620424E-1,5.179362E-1
12.882482,5.467330E-1,-4.107549E-1,6.838396E-1
12.956853,3.459732E-1,-6.766979E-1,7.600115E-1
13.031654,1.585371E-2,-8.445195E-1,8.446683E-1
13.106887,-3.956690E-1,-8.512973E-1,9.387551E-1
13.182553,-8.100327E-1,-6.575469E-1,1.043322E+0
13.258657,-4.651240E-1,-5.490953E-1,7.196152E-1
13.335200,-2.451812E-1,-4.315589E-1,4.963435E-1
13.412185,-1.111024E-1,-3.238158E-1,3.423455E-1
13.489614,-3.397407E-2,-2.336706E-1,2.361275E-1
13.567491,3.467432E-3,-2.248504E-1,2.248771E-1
13.645817,3.733414E-2,-2.108838E-1,2.141631E-1
13.724595,6.705980E-2,-1.926198E-1,2.039593E-1
13.803828,9.224077E-2,-1.709430E-1,1.942418E-1
13.883518,1.073869E-1,-1.539213E-1,1.876798E-1
