Hz,real,imaginary,unitless (peak only)
9.999990,-1.394437E-1,-3.355791E-1,3.633977E-1
10.057721,5.003874E-3,-4.728615E-1,4.728880E-1
10.115785,2.481026E-1,-5.631362E-1,6.153676E-1
10.174184,5.851513E-1,-5.466618E-1,8.007754E-1
10.232920,9.799377E-1,-3.543774E-1,1.042047E+0
10.291995,1.056493E+0,-4.887744E-1,1.164078E+0
10.351412,1.128752E+0,-6.457237E-1,1.300400E+0
10.411171,1.194059E+0,-8.273593E-1,1.452687E+0
10.471275,1.249250E+0,-1.035799E+0,1.622808E+0
10.531727,1.389572E+0,-7.973804E-1,1.602100E+0
10.592527,1.485954E+0,-5.418340E-1,1.581658E+0
10.653678,1.536706E+0,-2.770208E-1,1.561476E+0
10.715183,1.541512E+0,-1.087240E-2,1.541550E+0
10.777042,1.798998E+0,2.836085E-1,1.821216E+0
10.839258,2.042544E+0,6.763681E-1,2.151618E+0
10.901834,2.250951E+0,1.181010E+0,2.541961E+0
10.964771,2.396895E+0,1.809316E+0,3.003120E+0
11.028071,1.925207E+0,1.252321E+0,2.296678E+0
11.091737,1.535613E+0,8.525802E-1,1.756417E+0
11.155770,1.217045E+0,5.684246E-1,1.343244E+0
11.220173,9.588352E-1,3.686556E-1,1.027264E+0
11.284948,1.124792E+0,1.197145E-1,1.131145E+0
11.350097,1.230600E+0,-1.922749E-1,1.245530E+0
11.415622,1.254503E+0,-5.542439E-1,1.371482E+0
11.481525,1.177073E+0,-9.461071E-1,1.510172E+0
11.547808,1.275137E+0,-7.940044E-1,1.502138E+0
11.614474,1.353848E+0,-6.321131E-1,1.494146E+0
11.681525,1.412282E+0,-4.628621E-1,1.486197E+0
11.748964,1.449813E+0,-2.887602E-1,1.478290E+0
11.816791,1.880101E+0,4.691098E-1,1.937742E+0
11.885010,1.965991E+0,1.608240E+0,2.539991E+0
11.953623,1.430287E+0,3.006546E+0,3.329420E+0
12.022632,1.275090E-2,4.364184E+0,4.364203E+0
12.092039,1.366307E+0,2.725872E+0,3.049127E+0
12.161847,1.703053E+0,1.279804E+0,2.130326E+0
12.232059,1.463609E+0,2.704634E-1,1.488389E+0
12.302675,9.996828E-1,-2.863629E-1,1.039889E+0
12.373699,1.240674E+0,-3.424221E-1,1.287061E+0
12.445133,1.539604E+0,-4.089124E-1,1.592981E+0
12.516980,1.910368E+0,-4.876177E-1,1.971618E+0
12.589241,2.370182E+0,-5.805794E-1,2.440253E+0
12.661919,2.044141E+0,-6.153911E-1,2.134764E+0
12.735017,1.757717E+0,-6.309215E-1,1.867520E+0
12.808537,1.506782E+0,-6.314157E-1,1.633731E+0
12.882482,1.287535E+0,-6.203943E-1,1.429208E+0
12.956853,1.491069E+0,-4.808735E-1,1.566693E+0
13.031654,1.691194E+0,-2.988841E-1,1.717402E+0
13.106887,1.881258E+0,-7.128759E-2,1.882608E+0
13.182553,2.053568E+0,2.043286E-1,2.063708E+0
13.258657,2.001955E+0,-3.350260E-1,2.029795E+0
13.335200,1.814029E+0,-8.337063E-1,1.996439E+0
13.412185,1.507187E+0,-1.258663E+0,1.963631E+0
13.489614,1.106456E+0,-1.583008E+0,1.931362E+0
13.567491,1.200881E+0,-1.122113E+0,1.643549E+0
13.645817,1.198002E+0,-7.217642E-1,1.398625E+0
13.724595,1.124830E+0,-3.890178E-1,1.190201E+0
13.803828,1.005095E+0,-1.249711E-1,1.012835E+0
13.883518,1.335142E+0,-8.226229E-2,1.337674E+0
