Hz,real,imaginary,unitless (peak only)
9.999990,2.536054E-1,-5.201516E-2,2.588847E-1
10.057721,2.716506E-1,-6.745900E-2,2.799013E-1
10.115785,2.904580E-1,-8.494429E-2,3.026242E-1
10.174184,3.099981E-1,-1.046688E-1,3.271917E-1
10.232920,3.302301E-1,-1.268447E-1,3.537534E-1
10.291995,3.287953E-1,-1.206111E-1,3.502191E-1
10.351412,3.272814E-1,-1.144619E-1,3.467198E-1
10.411171,3.256908E-1,-1.083975E-1,3.432558E-1
10.471275,3.240252E-1,-1.024183E-1,3.398262E-1
10.531727,3.370330E-1,-9.601982E-2,3.504441E-1
10.592527,3.502532E-1,-8.904050E-2,3.613938E-1
10.653678,3.636749E-1,-8.145617E-2,3.726856E-1
10.715183,3.772866E-1,-7.324226E-2,3.843301E-1
10.777042,3.962819E-1,-7.450341E-2,4.032246E-1
10.839258,4.162185E-1,-7.570882E-2,4.230481E-1
10.901834,4.371422E-1,-7.684992E-2,4.438459E-1
10.964771,4.591011E-1,-7.791741E-2,4.656661E-1
11.028071,4.408771E-1,-7.548384E-2,4.472923E-1
11.091737,4.233755E-1,-7.312091E-2,4.296434E-1
11.155770,4.065680E-1,-7.082672E-2,4.126911E-1
11.220173,3.904272E-1,-6.859972E-2,3.964080E-1
11.284948,4.099875E-1,-5.601142E-2,4.137959E-1
11.350097,4.298899E-1,-4.210170E-2,4.319466E-1
11.415622,4.500962E-1,-2.679998E-2,4.508934E-1
11.481525,4.705641E-1,-1.003415E-2,4.706711E-1
11.547808,4.776108E-1,-3.629775E-2,4.789881E-1
11.614474,4.833145E-1,-6.337656E-2,4.874520E-1
11.681525,4.876085E-1,-9.120928E-2,4.960657E-1
11.748964,4.904277E-1,-1.197298E-1,5.048312E-1
11.816791,5.126360E-1,-1.164597E-1,5.256981E-1
11.885010,5.357049E-1,-1.126835E-1,5.474279E-1
11.953623,5.596612E-1,-1.083657E-1,5.700559E-1
12.022632,5.845319E-1,-1.034693E-1,5.936189E-1
12.092039,5.757736E-1,-1.093354E-1,5.860627E-1
12.161847,5.670553E-1,-1.150186E-1,5.786026E-1
12.232059,5.583788E-1,-1.205218E-1,5.712376E-1
12.302675,5.497454E-1,-1.258477E-1,5.639660E-1
12.373699,5.556227E-1,-1.163440E-1,5.676729E-1
12.445133,5.613595E-1,-1.066692E-1,5.714042E-1
12.516980,5.669516E-1,-9.682499E-2,5.751601E-1
12.589241,5.723952E-1,-8.681287E-2,5.789411E-1
12.661919,5.850528E-1,-9.425564E-2,5.925967E-1
12.735017,5.979382E-1,-1.019930E-1,6.065745E-1
