Hz,real,imaginary,unitless (peak only)
9.999990,1.812063E+0,3.563880E-1,1.846777E+0
10.057721,1.822993E+0,2.001000E-1,1.833942E+0
10.115785,1.820652E+0,4.453667E-2,1.821197E+0
10.174184,1.805240E+0,-1.091925E-1,1.808539E+0
10.232920,1.777051E+0,-2.600065E-1,1.795972E+0
10.291995,1.758388E+0,-2.070977E-1,1.770542E+0
10.351412,1.738534E+0,-1.554746E-1,1.745472E+0
10.411171,1.717541E+0,-1.051512E-1,1.720757E+0
10.471275,1.695464E+0,-5.614019E-2,1.696393E+0
10.531727,1.747026E+0,-4.969021E-2,1.747733E+0
10.592527,1.800115E+0,-4.279732E-2,1.800624E+0
10.653678,1.854778E+0,-3.544075E-2,1.855117E+0
10.715183,1.911059E+0,-2.759894E-2,1.911258E+0
10.777042,1.913109E+0,-8.351443E-3,1.913127E+0
10.839258,1.914966E+0,1.093456E-2,1.914997E+0
10.901834,1.916631E+0,3.025718E-2,1.916870E+0
10.964771,1.918103E+0,4.961448E-2,1.918745E+0
11.028071,1.916064E+0,9.492205E-3,1.916088E+0
11.091737,1.913191E+0,-3.052318E-2,1.913434E+0
11.155770,1.909487E+0,-7.041444E-2,1.910785E+0
11.220173,1.904957E+0,-1.101645E-1,1.908140E+0
11.284948,1.923095E+0,-8.738528E-2,1.925079E+0
11.350097,1.941108E+0,-6.417947E-2,1.942169E+0
11.415622,1.958991E+0,-4.054487E-2,1.959411E+0
11.481525,1.976738E+0,-1.647929E-2,1.976807E+0
11.547808,1.964606E+0,-2.944556E-2,1.964827E+0
11.614474,1.952462E+0,-4.225279E-2,1.952919E+0
11.681525,1.940308E+0,-5.490183E-2,1.941085E+0
11.748964,1.928142E+0,-6.739356E-2,1.929319E+0
11.816791,1.939751E+0,-7.985370E-2,1.941394E+0
11.885010,1.951354E+0,-9.246404E-2,1.953543E+0
11.953623,1.962952E+0,-1.052255E-1,1.965770E+0
12.022632,1.974543E+0,-1.181392E-1,1.978074E+0
12.092039,1.973503E+0,-1.211512E-1,1.977218E+0
12.161847,1.972460E+0,-1.241602E-1,1.976364E+0
12.232059,1.971411E+0,-1.271664E-1,1.975508E+0
12.302675,1.970360E+0,-1.301696E-1,1.974655E+0
12.373699,2.012421E+0,-1.405661E-1,2.017324E+0
12.445133,2.055351E+0,-1.513491E-1,2.060916E+0
12.516980,2.099166E+0,-1.625303E-1,2.105449E+0
12.589241,2.143887E+0,-1.741217E-1,2.150946E+0
12.661919,2.145872E+0,-1.685615E-1,2.152482E+0
12.735017,2.147843E+0,-1.629920E-1,2.154019E+0
12.808537,2.149801E+0,-1.574134E-1,2.155556E+0
12.882482,2.151746E+0,-1.518256E-1,2.157096E+0
12.956853,2.175367E+0,-1.605497E-1,2.181284E+0
13.031654,2.199226E+0,-1.694485E-1,2.205744E+0
13.106887,2.223321E+0,-1.785249E-1,2.230477E+0
13.182553,2.247658E+0,-1.877818E-1,2.255489E+0
13.258657,2.288991E+0,-1.764790E-1,2.295784E+0
13.335200,2.330988E+0,-1.647050E-1,2.336800E+0
13.412185,2.373657E+0,-1.524471E-1,2.378547E+0
13.489614,2.417007E+0,-1.396923E-1,2.421040E+0
13.567491,2.429964E+0,-1.121248E-1,2.432549E+0
13.645817,2.442659E+0,-8.427696E-2,2.444112E+0
13.724595,2.455088E+0,-5.615031E-2,2.455730E+0
13.803828,2.467250E+0,-2.774681E-2,2.467406E+0
13.883518,2.488855E+0,-8.894201E-2,2.490444E+0
13.963668,2.509143E+0,-1.512237E-1,2.513696E+0
14.044282,2.528078E+0,-2.145693E-1,2.537167E+0
14.125360,2.545619E+0,-2.789550E-1,2.560858E+0
14.206907,2.667437E+0,-2.038842E-1,2.675218E+0
14.288924,2.792052E+0,-1.213222E-1,2.794687E+0
14.371415,2.919326E+0,-3.084279E-2,2.919489E+0
14.454382,3.049109E+0,6.799437E-2,3.049867E+0
14.537828,3.133151E+0,-6.162200E-2,3.133757E+0
14.621756,3.213843E+0,-1.983089E-1,3.219955E+0
14.706168,3.290789E+0,-3.421099E-1,3.308524E+0
14.791067,3.363584E+0,-4.930528E-1,3.399529E+0
14.876457,3.524163E+0,-5.922522E-1,3.573582E+0
14.962340,3.690741E+0,-7.000436E-1,3.756545E+0
15.048718,3.863435E+0,-8.169972E-1,3.948875E+0
15.135596,4.042356E+0,-9.437148E-1,4.151053E+0
15.222974,3.878454E+0,-1.187814E+0,4.056268E+0
15.310857,3.702493E+0,-1.414933E+0,3.963646E+0
15.399248,3.515901E+0,-1.624701E+0,3.873140E+0
15.488149,3.320096E+0,-1.816846E+0,3.784702E+0
15.577563,3.137227E+0,-2.179528E+0,3.820018E+0
15.667493,2.914793E+0,-2.523905E+0,3.855660E+0
15.757942,2.654620E+0,-2.845671E+0,3.891639E+0
15.848914,2.358993E+0,-3.140692E+0,3.927950E+0
15.940411,2.168633E+0,-3.067167E+0,3.756392E+0
16.032436,1.988686E+0,-2.991644E+0,3.592326E+0
16.124992,1.818746E+0,-2.914502E+0,3.435427E+0
16.218082,1.658420E+0,-2.836086E+0,3.285383E+0
16.311710,1.395661E+0,-2.772859E+0,3.104290E+0
16.405879,1.151625E+0,-2.697646E+0,2.933178E+0
16.500591,9.259587E-1,-2.612241E+0,2.771498E+0
16.595850,7.182201E-1,-2.518318E+0,2.618734E+0
16.691659,6.901284E-1,-2.457462E+0,2.552528E+0
16.788021,6.629873E-1,-2.398036E+0,2.487997E+0
16.884939,6.367668E-1,-2.340004E+0,2.425096E+0
16.982417,6.114384E-1,-2.283336E+0,2.363785E+0
17.080457,5.477181E-1,-2.052794E+0,2.124608E+0
17.179064,4.906327E-1,-1.845527E+0,1.909631E+0
17.278240,4.394913E-1,-1.659186E+0,1.716406E+0
17.377988,3.936760E-1,-1.491658E+0,1.542733E+0
17.478312,4.014414E-1,-1.422860E+0,1.478406E+0
17.579215,4.077644E-1,-1.356815E+0,1.416763E+0
17.680701,4.127497E-1,-1.293429E+0,1.357690E+0
17.782773,4.164971E-1,-1.232616E+0,1.301081E+0
17.885434,4.574016E-1,-1.159544E+0,1.246499E+0
17.988688,4.930512E-1,-1.087671E+0,1.194206E+0
18.092538,5.237299E-1,-1.017195E+0,1.144106E+0
18.196987,5.497190E-1,-9.482957E-1,1.096109E+0
18.302039,5.854531E-1,-9.169497E-1,1.087912E+0
18.407698,6.195537E-1,-8.843461E-1,1.079775E+0
18.513967,6.519810E-1,-8.505653E-1,1.071700E+0
18.620849,6.826986E-1,-8.156883E-1,1.063685E+0
18.728348,7.363098E-1,-7.914482E-1,1.080991E+0
18.836468,7.894269E-1,-7.639913E-1,1.098580E+0
18.945212,8.418714E-1,-7.332961E-1,1.116454E+0
19.054584,8.934606E-1,-6.993502E-1,1.134620E+0
19.164587,9.168848E-1,-7.098784E-1,1.159571E+0
19.275226,9.408809E-1,-7.205109E-1,1.185071E+0
19.386503,9.654618E-1,-7.312473E-1,1.211131E+0
19.498422,9.906407E-1,-7.420858E-1,1.237764E+0
19.610988,1.035758E+0,-7.432376E-1,1.274832E+0
19.724203,1.082241E+0,-7.434710E-1,1.313010E+0
19.838072,1.130110E+0,-7.427303E-1,1.352330E+0
19.952599,1.179388E+0,-7.409571E-1,1.392829E+0
20.067786,1.196246E+0,-7.881385E-1,1.432539E+0
20.183639,1.212531E+0,-8.370286E-1,1.473380E+0
20.300160,1.228188E+0,-8.876633E-1,1.515385E+0
20.417354,1.243161E+0,-9.400782E-1,1.558588E+0
20.535225,1.273824E+0,-9.830324E-1,1.609031E+0
20.653776,1.305043E+0,-1.027684E+0,1.661106E+0
20.773011,1.336820E+0,-1.074096E+0,1.714867E+0
20.892935,1.369154E+0,-1.122329E+0,1.770369E+0
21.013551,1.319544E+0,-1.185271E+0,1.773715E+0
21.134864,1.267040E+0,-1.246022E+0,1.777065E+0
21.256877,1.211742E+0,-1.304450E+0,1.780424E+0
21.379594,1.153752E+0,-1.360425E+0,1.783788E+0
21.503020,1.091785E+0,-1.433476E+0,1.801901E+0
21.627158,1.025406E+0,-1.503884E+0,1.820199E+0
21.752013,9.547137E-1,-1.571392E+0,1.838682E+0
21.877589,8.798262E-1,-1.635748E+0,1.857354E+0
22.003889,7.734681E-1,-1.602818E+0,1.779685E+0
22.130919,6.730395E-1,-1.566826E+0,1.705264E+0
22.258682,5.784164E-1,-1.528151E+0,1.633956E+0
22.387183,4.894633E-1,-1.487151E+0,1.565628E+0
22.516425,4.022086E-1,-1.442917E+0,1.497926E+0
22.646414,3.207669E-1,-1.396792E+0,1.433150E+0
22.777153,2.449642E-1,-1.349116E+0,1.371175E+0
22.908647,1.746195E-1,-1.300208E+0,1.311881E+0
23.040900,1.530404E-1,-1.223201E+0,1.232738E+0
23.173917,1.334178E-1,-1.150659E+0,1.158368E+0
23.307701,1.155955E-1,-1.082330E+0,1.088485E+0
23.442258,9.942903E-2,-1.017974E+0,1.022818E+0
23.577591,8.709882E-2,-9.482542E-1,9.522459E-1
23.713706,7.599403E-2,-8.832799E-1,8.865430E-1
23.850607,6.600468E-2,-8.227297E-1,8.253731E-1
23.988298,5.703015E-2,-7.663039E-1,7.684231E-1
24.126784,6.940289E-2,-7.217621E-1,7.250912E-1
24.266069,8.016838E-2,-6.794900E-1,6.842029E-1
24.406159,8.946379E-2,-6.393915E-1,6.456201E-1
24.547057,9.741651E-2,-6.013743E-1,6.092134E-1
24.688769,1.180743E-1,-5.574693E-1,5.698364E-1
24.831298,1.353989E-1,-5.155200E-1,5.330044E-1
24.974651,1.496973E-1,-4.755480E-1,4.985531E-1
25.118831,1.612576E-1,-4.375594E-1,4.663285E-1
25.263844,1.879769E-1,-4.110679E-1,4.520090E-1
25.409693,2.118568E-1,-3.835022E-1,4.381293E-1
25.556385,2.329135E-1,-3.551068E-1,4.246758E-1
25.703924,2.511804E-1,-3.261169E-1,4.116355E-1
25.852314,2.669231E-1,-3.103133E-1,4.093193E-1
26.001561,2.817056E-1,-2.937759E-1,4.070164E-1
26.151669,2.954947E-1,-2.765613E-1,4.047262E-1
26.302645,3.082615E-1,-2.587278E-1,4.024490E-1
26.454491,3.258223E-1,-2.504075E-1,4.109308E-1
26.607215,3.433715E-1,-2.411492E-1,4.195914E-1
26.760820,3.608677E-1,-2.309343E-1,4.284345E-1
26.915312,3.782677E-1,-2.197459E-1,4.374640E-1
27.070695,3.923473E-1,-2.109548E-1,4.454642E-1
27.226976,4.063817E-1,-2.015355E-1,4.536107E-1
27.384159,4.203491E-1,-1.914784E-1,4.619062E-1
27.542250,4.342266E-1,-1.807745E-1,4.703532E-1
27.701253,4.452496E-1,-1.749910E-1,4.784026E-1
27.861174,4.563412E-1,-1.688853E-1,4.865897E-1
28.022018,4.674961E-1,-1.624506E-1,4.949170E-1
28.183791,4.787084E-1,-1.556799E-1,5.033865E-1
28.346497,4.901745E-1,-1.496122E-1,5.124986E-1
28.510144,5.017334E-1,-1.432234E-1,5.217752E-1
28.674734,5.133818E-1,-1.365061E-1,5.312201E-1
28.840275,5.251144E-1,-1.294527E-1,5.408356E-1
29.006772,5.344847E-1,-1.246638E-1,5.488305E-1
29.174230,5.439314E-1,-1.196850E-1,5.569433E-1
29.342654,5.534538E-1,-1.145126E-1,5.651763E-1
29.512051,5.630508E-1,-1.091430E-1,5.735315E-1
29.682426,5.703987E-1,-1.076511E-1,5.804683E-1
29.853785,5.778280E-1,-1.061045E-1,5.874890E-1
30.026132,5.853392E-1,-1.045021E-1,5.945945E-1
30.199475,5.929328E-1,-1.028428E-1,6.017856E-1
30.373818,6.010436E-1,-9.939839E-2,6.092072E-1
30.549168,6.092263E-1,-9.584714E-2,6.167198E-1
30.725531,6.174818E-1,-9.218727E-2,6.243254E-1
30.902911,6.258100E-1,-8.841677E-2,6.320251E-1
31.081315,6.296083E-1,-8.594881E-2,6.354477E-1
31.260750,6.334153E-1,-8.344962E-2,6.388887E-1
31.441220,6.372314E-1,-8.091898E-2,6.423486E-1
31.622732,6.410559E-1,-7.835673E-2,6.458269E-1
31.805292,6.481715E-1,-7.702895E-2,6.527325E-1
31.988906,6.553584E-1,-7.566296E-2,6.597117E-1
32.173580,6.626175E-1,-7.425804E-2,6.667655E-1
32.359320,6.699492E-1,-7.281362E-2,6.738945E-1
32.546132,6.748401E-1,-7.062767E-2,6.785259E-1
32.734023,6.797558E-1,-6.840713E-2,6.831892E-1
32.922998,6.846965E-1,-6.615163E-2,6.878847E-1
33.113065,6.896625E-1,-6.386091E-2,6.926129E-1
33.304228,6.931087E-1,-6.288143E-2,6.959553E-1
33.496496,6.965698E-1,-6.189080E-2,6.993139E-1
33.689873,7.000457E-1,-6.088894E-2,7.026887E-1
33.884367,7.035361E-1,-5.987573E-2,7.060794E-1
34.079983,7.073134E-1,-5.911704E-2,7.097796E-1
34.276729,7.111095E-1,-5.834862E-2,7.134993E-1
34.474611,7.149244E-1,-5.757039E-2,7.172386E-1
34.673635,7.187580E-1,-5.678224E-2,7.209974E-1
34.873808,7.217203E-1,-5.566380E-2,7.238637E-1
35.075136,7.246925E-1,-5.453540E-2,7.267416E-1
35.277627,7.276743E-1,-5.339692E-2,7.296308E-1
35.481287,7.306660E-1,-5.224835E-2,7.325317E-1
35.686123,7.342633E-1,-5.151298E-2,7.360681E-1
35.892141,7.378767E-1,-5.076919E-2,7.396212E-1
36.099348,7.415067E-1,-5.001693E-2,7.431917E-1
36.307752,7.451531E-1,-4.925612E-2,7.467793E-1
36.517359,7.477113E-1,-4.803667E-2,7.492528E-1
36.728176,7.502760E-1,-4.680844E-2,7.517347E-1
36.940210,7.528466E-1,-4.557138E-2,7.542246E-1
37.153468,7.554239E-1,-4.432546E-2,7.567232E-1
37.367957,7.572917E-1,-4.368768E-2,7.585508E-1
37.583685,7.591635E-1,-4.304650E-2,7.603829E-1
37.800658,7.610394E-1,-4.240192E-2,7.622197E-1
38.018883,7.629190E-1,-4.175394E-2,7.640607E-1
38.238368,7.647138E-1,-4.105812E-2,7.658152E-1
38.459121,7.665125E-1,-4.035883E-2,7.675743E-1
38.681148,7.683140E-1,-3.965608E-2,7.693367E-1
38.904456,7.701188E-1,-3.894981E-2,7.711031E-1
39.129054,7.713874E-1,-3.819656E-2,7.723325E-1
39.354948,7.726570E-1,-3.744074E-2,7.735636E-1
39.582147,7.739278E-1,-3.668237E-2,7.747966E-1
39.810657,7.752005E-1,-3.592148E-2,7.760323E-1
40.040486,7.758926E-1,-3.483938E-2,7.766744E-1
40.271643,7.765835E-1,-3.375538E-2,7.773168E-1
40.504133,7.772735E-1,-3.266951E-2,7.779598E-1
40.737966,7.779623E-1,-3.158172E-2,7.786031E-1
40.973149,7.786022E-1,-3.013185E-2,7.791850E-1
41.209689,7.792400E-1,-2.867969E-2,7.797676E-1
41.447595,7.798756E-1,-2.722523E-2,7.803507E-1
41.686875,7.805089E-1,-2.576849E-2,7.809342E-1
41.927536,7.800697E-1,-2.416877E-2,7.804440E-1
42.169586,7.796277E-1,-2.257094E-2,7.799544E-1
42.413033,7.791825E-1,-2.097502E-2,7.794648E-1
42.657886,7.787350E-1,-1.938102E-2,7.789761E-1
42.904153,7.788156E-1,-1.531985E-2,7.789663E-1
43.151841,7.788752E-1,-1.125837E-2,7.789566E-1
43.400959,7.789136E-1,-7.196688E-3,7.789468E-1
43.651516,7.789307E-1,-3.134910E-3,7.789370E-1
43.903519,7.796734E-1,1.718089E-3,7.796753E-1
44.156976,7.803868E-1,6.580223E-3,7.804145E-1
44.411897,7.810706E-1,1.145132E-2,7.811545E-1
44.668290,7.817246E-1,1.633121E-2,7.818952E-1
44.926163,7.854825E-1,2.300574E-2,7.858193E-1
45.185524,7.892026E-1,2.974522E-2,7.897630E-1
45.446383,7.928845E-1,3.654965E-2,7.937265E-1
45.708748,7.965265E-1,4.341901E-2,7.977090E-1
45.972627,8.202210E-1,4.042953E-2,8.212168E-1
46.238030,8.445977E-1,3.722503E-2,8.454176E-1
46.504965,8.696750E-1,3.379548E-2,8.703314E-1
46.773441,8.954733E-1,3.013057E-2,8.959801E-1
47.043467,8.603435E-1,3.725771E-2,8.611499E-1
47.315051,8.265148E-1,4.378187E-2,8.276736E-1
47.588204,7.939421E-1,4.973858E-2,7.954986E-1
47.862934,7.625822E-1,5.516156E-2,7.645747E-1
48.139249,7.893492E-1,5.149435E-2,7.910271E-1
48.417160,8.170145E-1,4.750469E-2,8.183944E-1
48.696675,8.456076E-1,4.317487E-2,8.467091E-1
48.977804,8.751565E-1,3.848635E-2,8.760023E-1
49.260556,8.757344E-1,2.948240E-2,8.762305E-1
49.544940,8.762198E-1,2.047062E-2,8.764589E-1
49.830966,8.766125E-1,1.145197E-2,8.766873E-1
50.118643,8.769122E-1,2.427409E-3,8.769156E-1
50.407981,8.761049E-1,5.341269E-4,8.761051E-1
50.698990,8.752941E-1,-1.355659E-3,8.752951E-1
50.991678,8.744799E-1,-3.241945E-3,8.744859E-1
51.286056,8.736616E-1,-5.124724E-3,8.736766E-1
51.582133,8.726033E-1,-6.295799E-3,8.726260E-1
51.879920,8.715440E-1,-7.464037E-3,8.715760E-1
52.179426,8.704847E-1,-8.629439E-3,8.705275E-1
52.480661,8.694249E-1,-9.792013E-3,8.694800E-1
52.783635,8.680912E-1,-1.033404E-2,8.681527E-1
53.088358,8.667589E-1,-1.087438E-2,8.668271E-1
