Hz,real,imaginary,unitless (peak only)
9.999990,2.282040E-1,3.457049E-2,2.308077E-1
10.057721,2.094505E-1,-9.495942E-3,2.096657E-1
10.115785,1.849578E-1,-4.545031E-2,1.904603E-1
10.174184,1.567836E-1,-7.316269E-2,1.730141E-1
10.232920,1.267844E-1,-9.288077E-2,1.571659E-1
10.291995,1.230669E-1,-9.674428E-2,1.565405E-1
10.351412,1.192358E-1,-1.004645E-1,1.559176E-1
10.411171,1.152962E-1,-1.040383E-1,1.552971E-1
10.471275,1.112538E-1,-1.074626E-1,1.546791E-1
10.531727,1.758209E-1,-8.710878E-2,1.962165E-1
10.592527,2.460414E-1,-3.766904E-2,2.489083E-1
10.653678,3.119083E-1,4.910479E-2,3.157500E-1
10.715183,3.581517E-1,1.793340E-1,4.005413E-1
10.777042,4.061226E-1,6.416227E-2,4.111598E-1
10.839258,4.172674E-1,-6.342216E-2,4.220598E-1
10.901834,3.885264E-1,-1.917075E-1,4.332488E-1
10.964771,3.205453E-1,-3.082843E-1,4.447342E-1
11.028071,4.285739E-1,-2.648686E-1,5.038164E-1
11.091737,5.378405E-1,-1.909989E-1,5.707477E-1
11.155770,6.412071E-1,-8.310868E-2,6.465706E-1
11.220173,7.299181E-1,6.104722E-2,7.324665E-1
11.284948,8.534025E-1,1.283500E-1,8.630003E-1
11.350097,9.933611E-1,2.170471E-1,1.016797E+0
11.415622,1.151029E+0,3.321734E-1,1.198001E+0
11.481525,1.327471E+0,4.797447E-1,1.411501E+0
11.547808,1.380959E+0,6.256784E-1,1.516087E+0
11.614474,1.425924E+0,7.864533E-1,1.628425E+0
11.681525,1.460509E+0,9.624008E-1,1.749086E+0
11.748964,1.482700E+0,1.153718E+0,1.878687E+0
11.816791,1.173676E+0,1.413710E+0,1.837414E+0
11.885010,8.238472E-1,1.597078E+0,1.797048E+0
11.953623,4.511515E-1,1.698678E+0,1.757568E+0
12.022632,7.380606E-2,1.717370E+0,1.718955E+0
12.092039,8.216988E-1,1.174410E+0,1.433328E+0
12.161847,1.104167E+0,4.574119E-1,1.195161E+0
12.232059,9.813806E-1,-1.733300E-1,9.965697E-1
12.302675,6.123208E-1,-5.617696E-1,8.309764E-1
