Hz,real,imaginary,V^2 (rms) 
9.99999046326,3.444656e-09,3.444656e-09,4.87147923291e-09
10.0577210151,3.520071e-09,3.520071e-09,4.97813214872e-09
10.1157848488,3.597137e-09,3.597137e-09,5.08711993111e-09
10.1741838887,3.67589e-09,3.67589e-09,5.19849349179e-09
10.2329200697,3.756367e-09,3.756367e-09,5.31230515665e-09
10.2919953382,3.668618e-09,3.668618e-09,5.18820933077e-09
10.3514116519,3.58292e-09,3.58292e-09,5.0670140569e-09
10.4111709795,3.499223e-09,3.499223e-09,4.94864862437e-09
10.4712753014,3.417482e-09,3.417482e-09,4.83304939357e-09
10.5317266092,3.355676e-09,3.355676e-09,4.74564251013e-09
10.592526906,3.294988e-09,3.294988e-09,4.65981671746e-09
10.6536782067,3.235397e-09,3.235397e-09,4.57554231706e-09
10.7151825375,3.176884e-09,3.176884e-09,4.49279243889e-09
10.7770419365,3.294023e-09,3.294023e-09,4.65845200137e-09
10.8392584537,3.41548e-09,3.41548e-09,4.83021813801e-09
10.9018341505,3.541416e-09,3.541416e-09,5.00831853721e-09
10.9647711006,3.671996e-09,3.671996e-09,5.19298654418e-09
11.0280713896,3.794486e-09,3.794486e-09,5.36621356343e-09
11.091737115,3.921062e-09,3.921062e-09,5.54521905931e-09
11.1557703865,4.05186e-09,4.05186e-09,5.73019536484e-09
11.2201733259,4.187022e-09,4.187022e-09,5.92134329835e-09
11.2849480674,3.952994e-09,3.952994e-09,5.59037772678e-09
11.3500967575,3.732047e-09,3.732047e-09,5.27791148281e-09
11.4156215548,3.523449e-09,3.523449e-09,4.98290936213e-09
11.4815246308,3.326511e-09,3.326511e-09,4.70439697158e-09
11.5478081693,3.72388e-09,3.72388e-09,5.26636160065e-09
11.6144743666,4.168717e-09,4.168717e-09,5.8954561191e-09
11.681525432,4.666693e-09,4.666693e-09,6.59970053203e-09
11.7489635872,5.224155e-09,5.224155e-09,7.38807085294e-09
11.816791067,4.97709e-09,4.97709e-09,7.03866817915e-09
11.8850101189,4.741708e-09,4.741708e-09,6.70578776241e-09
11.9536230036,4.517459e-09,4.517459e-09,6.38865178526e-09
12.0226319946,4.303815e-09,4.303815e-09,6.08651354294e-09
12.0920393787,4.294341e-09,4.294341e-09,6.07311528365e-09
12.1618474559,4.284887e-09,4.284887e-09,6.05974530864e-09
12.2320585393,4.275454e-09,4.275454e-09,6.0464050321e-09
12.3026749556,4.266042e-09,4.266042e-09,6.03309445405e-09
12.3736990447,4.438406e-09,4.438406e-09,6.27685396052e-09
12.4451331602,4.617735e-09,4.617735e-09,6.53046346444e-09
12.5169796691,4.804309e-09,4.804309e-09,6.79431894563e-09
12.5892409524,4.998422e-09,4.998422e-09,7.06883618286e-09
