Hz,real,imaginary,V^2 (rms) 
9.99999046326,3.650922e-08,3.650922e-08,5.16318340757e-08
10.0577210151,3.688506e-08,3.688506e-08,5.21633521009e-08
10.1157848488,3.726478e-08,3.726478e-08,5.27003572748e-08
10.1741838887,3.76484e-08,3.76484e-08,5.32428778816e-08
10.2329200697,3.803597e-08,3.803597e-08,5.3790984632e-08
10.2919953382,3.663857e-08,3.663857e-08,5.18147626e-08
10.3514116519,3.529252e-08,3.529252e-08,4.99111604343e-08
10.4111709795,3.399592e-08,3.399592e-08,4.80774911294e-08
10.4712753014,3.274695e-08,3.274695e-08,4.63111808164e-08
10.5317266092,3.29113e-08,3.29113e-08,4.65436068153e-08
10.592526906,3.307647e-08,3.307647e-08,4.67771924694e-08
10.6536782067,3.324248e-08,3.324248e-08,4.70119660629e-08
10.7151825375,3.340931e-08,3.340931e-08,4.72478993115e-08
10.7770419365,3.414591e-08,3.414591e-08,4.82896090216e-08
10.8392584537,3.489875e-08,3.489875e-08,4.93542855599e-08
10.9018341505,3.566819e-08,3.566819e-08,5.04424380433e-08
10.9647711006,3.64546e-08,3.64546e-08,5.15545897309e-08
11.0280713896,3.682376e-08,3.682376e-08,5.20766608096e-08
11.091737115,3.719666e-08,3.719666e-08,5.2604021047e-08
11.1557703865,3.757334e-08,3.757334e-08,5.31367270117e-08
11.2201733259,3.795384e-08,3.795384e-08,5.36748352721e-08
11.2849480674,3.716055e-08,3.716055e-08,5.25529537952e-08
11.3500967575,3.638385e-08,3.638385e-08,5.14545341213e-08
11.4156215548,3.562338e-08,3.562338e-08,5.03790671336e-08
11.4815246308,3.48788e-08,3.48788e-08,4.93260719993e-08
11.5478081693,3.529966e-08,3.529966e-08,4.99212579192e-08
11.6144743666,3.572561e-08,3.572561e-08,5.05236421861e-08
11.681525432,3.615668e-08,3.615668e-08,5.11332672264e-08
11.7489635872,3.659297e-08,3.659297e-08,5.17502744615e-08
11.816791067,3.622255e-08,3.622255e-08,5.12264214737e-08
11.8850101189,3.585588e-08,3.585588e-08,5.07078717868e-08
11.9536230036,3.549292e-08,3.549292e-08,5.01945688322e-08
12.0226319946,3.513363e-08,3.513363e-08,4.96864560414e-08
12.0920393787,3.462154e-08,3.462154e-08,4.89622514182e-08
12.1618474559,3.411691e-08,3.411691e-08,4.82485968283e-08
12.2320585393,3.361963e-08,3.361963e-08,4.7545336708e-08
12.3026749556,3.31296e-08,3.31296e-08,4.6852329636e-08
12.3736990447,3.255046e-08,3.255046e-08,4.60333019935e-08
12.4451331602,3.198144e-08,3.198144e-08,4.52285861922e-08
12.5169796691,3.142237e-08,3.142237e-08,4.44379418159e-08
12.5892409524,3.087308e-08,3.087308e-08,4.36611284482e-08
12.6619194044,3.197491e-08,3.197491e-08,4.52193513777e-08
12.7350174335,3.311607e-08,3.311607e-08,4.68331953265e-08
12.808537462,3.429795e-08,3.429795e-08,4.85046260516e-08
12.8824819261,3.552203e-08,3.552203e-08,5.0235736589e-08
12.956853276,3.443255e-08,3.443255e-08,4.86949791971e-08
13.0316539763,3.337647e-08,3.337647e-08,4.72014565381e-08
13.1068865055,3.235278e-08,3.235278e-08,4.57537402565e-08
13.1825533567,3.136049e-08,3.136049e-08,4.43504302807e-08
13.2586570372,3.253457e-08,3.253457e-08,4.601083014e-08
13.3352000689,3.375261e-08,3.375261e-08,4.77333988275e-08
13.4121849882,3.501624e-08,3.501624e-08,4.95204415113e-08
13.489614346,3.63272e-08,3.63272e-08,5.1374418923e-08
13.5674907083,3.547429e-08,3.547429e-08,5.01682220336e-08
13.6458166555,3.464142e-08,3.464142e-08,4.89903659839e-08
13.7245947832,3.382809e-08,3.382809e-08,4.78401436672e-08
13.8038277017,3.303386e-08,3.303386e-08,4.67169328295e-08
13.8835180367,3.474331e-08,3.474331e-08,4.91344602037e-08
13.9636684289,3.654122e-08,3.654122e-08,5.16770889097e-08
14.0442815341,3.843216e-08,3.843216e-08,5.43512819033e-08
14.1253600237,4.042095e-08,4.042095e-08,5.7163855694e-08
14.2069065844,4.102762e-08,4.102762e-08,5.80218166359e-08
14.2889239182,4.164339e-08,4.164339e-08,5.88926469212e-08
14.3714147431,4.22684e-08,4.22684e-08,5.97765445398e-08
14.4543817926,4.290278e-08,4.290278e-08,6.06736933395e-08
14.5378278159,4.43186e-08,4.43186e-08,6.26759651854e-08
14.6217555781,4.578114e-08,4.578114e-08,6.47443090889e-08
14.7061678604,4.729195e-08,4.729195e-08,6.68809170811e-08
14.7910674599,4.885263e-08,4.885263e-08,6.90880519036e-08
14.8764571899,5.001171e-08,5.001171e-08,7.07272385595e-08
14.9623398801,5.119831e-08,5.119831e-08,7.24053443726e-08
15.0487183762,5.241305e-08,5.241305e-08,7.41232461553e-08
15.1355955406,5.36566e-08,5.36566e-08,7.58818914308e-08
15.2229742522,5.67433e-08,5.67433e-08,8.02471444338e-08
15.3108574064,6.000758e-08,6.000758e-08,8.48635334812e-08
15.3992479154,6.345963e-08,6.345963e-08,8.97454694092e-08
15.4881487081,6.711029e-08,6.711029e-08,9.49082822928e-08
15.5775627305,6.938164e-08,6.938164e-08,9.81204562677e-08
15.6674929455,7.172986e-08,7.172986e-08,1.01441340839e-07
15.757942333,7.415755e-08,7.415755e-08,1.04874612962e-07
15.8489138904,7.666742e-08,7.666742e-08,1.08424105156e-07
15.9404106321,7.861371e-08,7.861371e-08,1.1117657487e-07
16.03243559,8.060941e-08,8.060941e-08,1.13998920877e-07
16.1249918136,8.265577e-08,8.265577e-08,1.16892910942e-07
16.2180823699,8.475408e-08,8.475408e-08,1.19860369402e-07
16.3117103437,9.005022e-08,9.005022e-08,1.27350242419e-07
16.4058788374,9.567731e-08,9.567731e-08,1.35308149413e-07
16.5005909715,1.01656e-07,1.01656e-07,1.43763293897e-07
16.5958498845,1.080083e-07,1.080083e-07,1.52746802709e-07
16.6916587331,1.104512e-07,1.104512e-07,1.5620158502e-07
16.7880206919,1.129494e-07,1.129494e-07,1.59734573342e-07
16.8849389541,1.15504e-07,1.15504e-07,1.63347323308e-07
16.9824167314,1.181165e-07,1.181165e-07,1.6704195624e-07
