Hz,real,imaginary,V^2 (rms) 
9.99999046326,5.293483e-06,5.293483e-06,0.0748365219261
10.022412543,5.296409e-06,5.296409e-06,0.0748572022053
10.0448848978,5.299335e-06,5.299335e-06,0.0748778767728
10.0674076403,5.302264e-06,5.302264e-06,0.0748985668221
10.0899808835,5.305194e-06,5.305194e-06,0.0749192582184
10.1126047407,5.308127e-06,5.308127e-06,0.0749399650787
10.1352793254,5.31106e-06,5.31106e-06,0.074960666219
10.1580047512,5.313995e-06,5.313995e-06,0.0749813757542
10.1807811322,5.316931e-06,5.316931e-06,0.0750020866243
10.2036085826,5.31987e-06,5.31987e-06,0.0750228129305
10.226487217,5.322805e-06,5.322805e-06,0.0750435053153
10.24941715,5.342893e-06,5.342893e-06,0.0751849771829
10.2723984968,5.363057e-06,5.363057e-06,0.0753267170797
10.2954313727,5.383296e-06,5.383296e-06,0.0754687164857
10.318515893,5.403613e-06,5.403613e-06,0.075610994928
10.3416521737,5.424005e-06,5.424005e-06,0.0757535298848
10.3648403308,5.444475e-06,5.444475e-06,0.0758963408209
10.3880804806,5.465023e-06,5.465023e-06,0.0760394261814
10.4113727398,5.485647e-06,5.485647e-06,0.0761827705325
10.434717225,5.50635e-06,5.50635e-06,0.0763263932071
10.4581140535,5.527126e-06,5.527126e-06,0.0764702511308
10.4815633426,5.548331e-06,5.548331e-06,0.0766168010165
10.50506521,5.569618e-06,5.569618e-06,0.0767636362088
10.5286197734,5.590987e-06,5.590987e-06,0.0769107550737
10.5522271512,5.612437e-06,5.612437e-06,0.0770581491213
10.5758874616,5.63397e-06,5.63397e-06,0.0772058304793
10.5996008235,5.655585e-06,5.655585e-06,0.0773537906634
10.6233673556,5.677284e-06,5.677284e-06,0.0775020417279
10.6471871774,5.699066e-06,5.699066e-06,0.0776505751943
10.6710604082,5.720931e-06,5.720931e-06,0.0777993894449
10.6949871677,5.742873e-06,5.742873e-06,0.0779484421525
10.7189675761,5.749838e-06,5.749838e-06,0.0779956960607
10.7430017537,5.756812e-06,5.756812e-06,0.0780429823623
10.7670898208,5.763794e-06,5.763794e-06,0.0780902942241
10.7912318985,5.770785e-06,5.770785e-06,0.0781376383697
10.8154281078,5.777783e-06,5.777783e-06,0.0781850012087
10.8396785701,5.784791e-06,5.784791e-06,0.0782324029926
10.8639834071,5.791807e-06,5.791807e-06,0.0782798301352
10.8883427405,5.798832e-06,5.798832e-06,0.0783272893441
10.9127566928,5.805865e-06,5.805865e-06,0.0783747738115
10.9372253862,5.812909e-06,5.812909e-06,0.078422303728
10.9617489436,5.813014e-06,5.813014e-06,0.0784230120054
10.9863274879,5.81312e-06,5.81312e-06,0.0784237270219
11.0109611426,5.813225e-06,5.813225e-06,0.0784244352865
11.035650031,5.813331e-06,5.813331e-06,0.0784251502899
11.0603942771,5.813436e-06,5.813436e-06,0.0784258585417
11.085194005,5.813542e-06,5.813542e-06,0.0784265735322
11.1100493392,5.813647e-06,5.813647e-06,0.0784272817711
11.1349604041,5.813753e-06,5.813753e-06,0.0784279967486
11.159927325,5.813858e-06,5.813858e-06,0.0784287049746
11.1849502269,5.813969e-06,5.813969e-06,0.0784294536638
11.2100292354,5.84224e-06,5.84224e-06,0.0786199079114
11.2351644764,5.87065e-06,5.87065e-06,0.078810834915
11.2603560758,5.899198e-06,5.899198e-06,0.079002224551
11.2856041601,5.927885e-06,5.927885e-06,0.0791940801449
11.3109088559,5.956711e-06,5.956711e-06,0.0793863983186
11.3362702901,5.985677e-06,5.985677e-06,0.0795791823657
11.36168859,6.014785e-06,6.014785e-06,0.0797724421715
11.3871638831,6.044033e-06,6.044033e-06,0.0799661610558
11.4126962971,6.073425e-06,6.073425e-06,0.0801603620875
11.4382859602,6.102957e-06,6.102957e-06,0.0803550154377
11.4639330007,6.101519e-06,6.101519e-06,0.0803455481156
11.4896375472,6.100081e-06,6.100081e-06,0.0803360796778
11.5153997287,6.098643e-06,6.098643e-06,0.0803266101239
11.5412196745,6.097206e-06,6.097206e-06,0.0803171460399
11.5670975139,6.095769e-06,6.095769e-06,0.0803076808406
11.593033377,6.094332e-06,6.094332e-06,0.0802982145256
11.6190273937,6.092896e-06,6.092896e-06,0.0802887536832
11.6450796944,6.09146e-06,6.09146e-06,0.0802792917258
11.6711904099,6.090025e-06,6.090025e-06,0.0802698352434
11.6973596711,6.088587e-06,6.088587e-06,0.0802603578736
11.7235876092,6.110483e-06,6.110483e-06,0.0804045459784
11.749874356,6.132458e-06,6.132458e-06,0.0805489948044
